method,selected_k,population_closure_max_row_tv,population_exact_at_1e_minus_10,heldout_closure_mean_row_tv,ari_family8,ari_t2,max_ari_cube_coordinate2,tau,samples_per_state,repeat
oracle_k8,8,0.06156696482679426,False,0.05660389032956398,-0.12743628185907047,,,0.1,500,65
blind_raw_eigengap,4,0.037102676760586775,False,0.05091826335665887,,,,0.1,500,66
oracle_k2,2,8.465450562766819e-16,True,0.011413604421853707,,-0.021739130434782608,1.0,0.1,500,66
oracle_k8,8,0.061566964826794364,False,0.05716954049775907,-0.12743628185907047,,,0.1,500,66
blind_raw_eigengap,8,0.061566964826794524,False,0.05709724747973249,-0.12743628185907047,,,0.1,500,67
oracle_k2,2,0.1522444533280218,False,0.05254001303754493,,0.19292750122655394,0.27806921538287355,0.1,500,67
oracle_k8,8,0.03536668222755904,False,0.05588761055976623,-0.12743628185907047,,,0.1,500,67
blind_raw_eigengap,4,0.037102676760586775,False,0.04922321726091302,,,,0.1,500,68
oracle_k2,2,8.465450562766819e-16,True,0.00974098686220592,,-0.021739130434782608,1.0,0.1,500,68
oracle_k8,8,0.06156696482679426,False,0.05638259827331684,-0.12743628185907047,,,0.1,500,68
blind_raw_eigengap,4,0.03710267676058687,False,0.052321351216261226,,,,0.1,500,69
oracle_k2,2,8.465450562766819e-16,True,0.011552401883176388,,-0.021739130434782608,1.0,0.1,500,69
oracle_k8,8,0.06156696482679433,False,0.06047883071685465,-0.12743628185907047,,,0.1,500,69
blind_raw_eigengap,4,0.03710267676058687,False,0.04784712040430968,,,,0.1,500,70
oracle_k2,2,0.18851429790345467,False,0.03079946972414092,,-0.014490566037735849,0.8368301886792453,0.1,500,70
oracle_k8,8,0.06156696482679416,False,0.05924667651875735,-0.12743628185907047,,,0.1,500,70
blind_raw_eigengap,4,0.03710267676058703,False,0.04996094357436409,,,,0.1,500,71
oracle_k2,2,1.2004286453759505e-15,True,0.01085949087576033,,-0.021739130434782608,1.0,0.1,500,71
oracle_k8,8,0.06156696482679436,False,0.05614202119404216,-0.12743628185907047,,,0.1,500,71
blind_raw_eigengap,8,0.03536668222755912,False,0.0586985154316741,-0.12743628185907047,,,0.1,500,72
oracle_k2,2,1.1796119636642288e-15,True,0.01167850595783683,,-0.021739130434782608,1.0,0.1,500,72
oracle_k8,8,0.06156696482679453,False,0.05931000374376121,-0.12743628185907047,,,0.1,500,72
blind_raw_eigengap,4,0.03710267676058687,False,0.05125916361212928,,,,0.1,500,73
oracle_k2,2,1.1796119636642288e-15,True,0.009632339666138934,,-0.021739130434782608,1.0,0.1,500,73
oracle_k8,8,0.035366682227559176,False,0.05619857924012115,-0.12743628185907047,,,0.1,500,73
blind_raw_eigengap,4,0.03710267676058703,False,0.05135111907142064,,,,0.1,500,74
oracle_k2,2,1.1796119636642288e-15,True,0.010569230341915934,,-0.021739130434782608,1.0,0.1,500,74
oracle_k8,8,0.061566964826794565,False,0.05634002815215389,-0.12743628185907047,,,0.1,500,74
blind_raw_eigengap,4,0.03710267676058707,False,0.048903282239253575,,,,0.1,500,75
oracle_k2,2,8.465450562766819e-16,True,0.011065182068160978,,-0.021739130434782608,1.0,0.1,500,75
oracle_k8,8,0.06156696482679442,False,0.05709961042782897,-0.12743628185907047,,,0.1,500,75
blind_raw_eigengap,4,0.03710267676058694,False,0.04896349827835165,,,,0.1,500,76
oracle_k2,2,1.2004286453759505e-15,True,0.008774477126906103,,-0.021739130434782608,1.0,0.1,500,76
oracle_k8,8,0.03536668222755896,False,0.05787912042215934,-0.12743628185907047,,,0.1,500,76
blind_raw_eigengap,4,0.03710267676058694,False,0.04805703654337443,,,,0.1,500,77
oracle_k2,2,1.2004286453759505e-15,True,0.009634794322695326,,-0.021739130434782608,1.0,0.1,500,77
oracle_k8,8,0.09151035802401848,False,0.055342729667205715,-0.12743628185907047,,,0.1,500,77
blind_raw_eigengap,4,0.03710267676058694,False,0.05011398978118403,,,,0.1,500,78
oracle_k2,2,1.2004286453759505e-15,True,0.01227900452740048,,-0.021739130434782608,1.0,0.1,500,78
oracle_k8,8,0.06156696482679432,False,0.059026657183468535,-0.12743628185907047,,,0.1,500,78
blind_raw_eigengap,4,0.037102676760586775,False,0.048785807508608225,,,,0.1,500,79
oracle_k2,2,1.1796119636642288e-15,True,0.00971528761492098,,-0.021739130434782608,1.0,0.1,500,79
oracle_k8,8,0.03536668222755893,False,0.05580191178581897,-0.12743628185907047,,,0.1,500,79
blind_raw_eigengap,8,0.03536668222755894,False,0.055960284932964566,-0.12743628185907047,,,0.1,500,80
oracle_k2,2,8.465450562766819e-16,True,0.009704253812182324,,-0.021739130434782608,1.0,0.1,500,80
oracle_k8,8,0.20512386529912327,False,0.06891314656523827,-0.1170343717450999,,,0.1,500,80
blind_raw_eigengap,4,0.037102676760586775,False,0.04933584638453845,,,,0.1,500,81
oracle_k2,2,1.2004286453759505e-15,True,0.009748402910868521,,-0.021739130434782608,1.0,0.1,500,81
oracle_k8,8,0.06156696482679432,False,0.05481331854273471,-0.12743628185907047,,,0.1,500,81
blind_raw_eigengap,4,0.037102676760586775,False,0.04714207764078641,,,,0.1,500,82
oracle_k2,2,0.13954287277777552,False,0.05914937824682457,,0.06521492999207458,0.49092350077367247,0.1,500,82
oracle_k8,8,0.09151035802401808,False,0.055641822249606676,-0.12743628185907047,,,0.1,500,82
blind_raw_eigengap,4,0.037102676760586775,False,0.048936812729090305,,,,0.1,500,83
oracle_k2,2,1.2004286453759505e-15,True,0.010541666666666664,,-0.021739130434782608,1.0,0.1,500,83
oracle_k8,8,0.03536668222755923,False,0.052205905205905186,-0.12743628185907047,,,0.1,500,83
blind_raw_eigengap,4,0.037102676760587025,False,0.04907866822170387,,,,0.1,500,84
oracle_k2,2,1.1796119636642288e-15,True,0.010990198733438872,,-0.021739130434782608,1.0,0.1,500,84
oracle_k8,8,0.06156696482679433,False,0.059304351171117625,-0.12743628185907047,,,0.1,500,84
blind_raw_eigengap,4,0.03710267676058694,False,0.05034395479284682,,,,0.1,500,85
oracle_k2,2,1.1796119636642288e-15,True,0.011539972363414149,,-0.021739130434782608,1.0,0.1,500,85
oracle_k8,8,0.09151035802401883,False,0.061070219409665505,-0.12743628185907047,,,0.1,500,85
blind_raw_eigengap,4,0.03710267676058694,False,0.05001269021437297,,,,0.1,500,86
oracle_k2,2,0.07151512381109887,False,0.03462120109020469,,0.04341926729986431,0.55359565807327,0.1,500,86
oracle_k8,8,0.06156696482679436,False,0.05874182919542201,-0.12743628185907047,,,0.1,500,86
blind_raw_eigengap,4,0.03710267676058694,False,0.04659791180717538,,,,0.1,500,87
oracle_k2,2,0.07151512381109909,False,0.03196032923281296,,0.04341926729986431,0.55359565807327,0.1,500,87
oracle_k8,8,0.06156696482679447,False,0.060698801988098385,-0.12743628185907047,,,0.1,500,87
blind_raw_eigengap,4,0.03710267676058707,False,0.04754819226924358,,,,0.1,500,88
oracle_k2,2,0.2467161442724059,False,0.019625864615350975,,-0.01992678416424501,0.9166320715552704,0.1,500,88
oracle_k8,8,0.06156696482679423,False,0.05459266706347544,-0.12743628185907047,,,0.1,500,88
blind_raw_eigengap,4,0.03710267676058707,False,0.048746140175497034,,,,0.1,500,89
oracle_k2,2,8.465450562766819e-16,True,0.01024140349415324,,-0.021739130434782608,1.0,0.1,500,89
oracle_k8,8,0.03536668222755909,False,0.05626660581600701,-0.12743628185907047,,,0.1,500,89
blind_raw_eigengap,4,0.03710267676058703,False,0.046972592469176934,,,,0.1,500,90
oracle_k2,2,1.2004286453759505e-15,True,0.009976824847929335,,-0.021739130434782608,1.0,0.1,500,90
oracle_k8,8,0.03536668222755907,False,0.05574919657853789,-0.12743628185907047,,,0.1,500,90
blind_raw_eigengap,4,0.037102676760586775,False,0.04798401921581694,,,,0.1,500,91
oracle_k2,2,0.12894365216209352,False,0.03997067631189717,,0.009036144578313253,0.43373493975903615,0.1,500,91
oracle_k8,8,0.06156696482679443,False,0.057500359628727876,-0.12743628185907047,,,0.1,500,91
blind_raw_eigengap,4,0.03710267676058687,False,0.04918346662223703,,,,0.1,500,92
oracle_k2,2,8.465450562766819e-16,True,0.010866417381884833,,-0.021739130434782608,1.0,0.1,500,92
oracle_k8,8,0.035366682227559114,False,0.05772092399450183,-0.12743628185907047,,,0.1,500,92
blind_raw_eigengap,4,0.03710267676058687,False,0.04929068088414971,,,,0.1,500,93
oracle_k2,2,0.04947023568078178,False,0.028516938621893233,,-0.016216216216216217,0.23783783783783785,0.1,500,93
oracle_k8,8,0.09151035802401844,False,0.058185741861265815,-0.12743628185907047,,,0.1,500,93
blind_raw_eigengap,4,0.03710267676058694,False,0.05043448017327557,,,,0.1,500,94
oracle_k2,2,0.10121966886898405,False,0.04895924645168457,,0.23369565217391305,0.23369565217391305,0.1,500,94
oracle_k8,8,0.03536668222755905,False,0.049644257356083694,-0.12743628185907047,,,0.1,500,94
blind_raw_eigengap,4,0.03710267676058707,False,0.049348855936909915,,,,0.1,500,95
oracle_k2,2,1.2004286453759505e-15,True,0.011026952615059841,,-0.021739130434782608,1.0,0.1,500,95
oracle_k8,8,0.035366682227559135,False,0.049417883804485606,-0.12743628185907047,,,0.1,500,95
blind_raw_eigengap,4,0.037102676760586775,False,0.05017120681994889,,,,0.1,500,96
oracle_k2,2,0.17918792422318425,False,0.037071563182801075,,-0.005432937181663837,0.7606112054329371,0.1,500,96
oracle_k8,8,0.03536668222755905,False,0.04830001365068728,-0.12743628185907047,,,0.1,500,96
blind_raw_eigengap,4,0.03710267676058694,False,0.050127068754859484,,,,0.1,500,97
oracle_k2,2,0.049470235680781606,False,0.0283038684284307,,-0.016216216216216217,0.23783783783783785,0.1,500,97
oracle_k8,8,0.07840716643232098,False,0.05958525725589469,-0.1279297786908208,,,0.1,500,97
blind_raw_eigengap,4,0.03710267676058694,False,0.04794306064645117,,,,0.1,500,98
oracle_k2,2,0.04947023568078196,False,0.029359451751992283,,-0.016216216216216217,0.23783783783783785,0.1,500,98
oracle_k8,8,0.03536668222755899,False,0.057727159525437964,-0.12743628185907047,,,0.1,500,98
blind_raw_eigengap,4,0.037102676760586775,False,0.04843400810840829,,,,0.1,500,99
oracle_k2,2,0.1421525145871801,False,0.057225845762853084,,0.15564613526570048,0.3259359903381642,0.1,500,99
oracle_k8,8,0.061566964826794315,False,0.058366045963351355,-0.12743628185907047,,,0.1,500,99
blind_raw_eigengap,4,0.0371026767605871,False,0.040423369498794486,,,,0.1,5000,0
oracle_k2,2,1.1796119636642288e-15,True,0.003232557853684552,,-0.021739130434782608,1.0,0.1,5000,0
oracle_k8,8,0.06156696482679436,False,0.04067586196697601,-0.12743628185907047,,,0.1,5000,0
blind_raw_eigengap,4,0.03710267676058687,False,0.041002438390942524,,,,0.1,5000,1
oracle_k2,2,0.10121966886898429,False,0.05069218058599512,,0.23369565217391305,0.23369565217391305,0.1,5000,1
oracle_k8,8,0.061566964826794364,False,0.04044236044276996,-0.12743628185907047,,,0.1,5000,1
blind_raw_eigengap,4,0.0371026767605871,False,0.04064667705520927,,,,0.1,5000,2
oracle_k2,2,0.07151512381109917,False,0.030654913268836893,,0.04341926729986431,0.55359565807327,0.1,5000,2
oracle_k8,8,0.03536668222755896,False,0.03167564993009131,-0.12743628185907047,,,0.1,5000,2
blind_raw_eigengap,4,0.037102676760587025,False,0.040742134567736635,,,,0.1,5000,3
oracle_k2,2,8.465450562766819e-16,True,0.0033875164581961812,,-0.021739130434782608,1.0,0.1,5000,3
oracle_k8,8,0.035366682227558906,False,0.04112930425522068,-0.12743628185907047,,,0.1,5000,3
blind_raw_eigengap,4,0.03710267676058694,False,0.0413579912614024,,,,0.1,5000,4
oracle_k2,2,0.10121966886898429,False,0.05107343206167725,,0.23369565217391305,0.23369565217391305,0.1,5000,4
oracle_k8,8,0.06156696482679436,False,0.04217943815379843,-0.12743628185907047,,,0.1,5000,4
blind_raw_eigengap,4,0.037102676760586775,False,0.040666658889148125,,,,0.1,5000,5
oracle_k2,2,0.10121966886898405,False,0.04909635194012272,,0.23369565217391305,0.23369565217391305,0.1,5000,5
oracle_k8,8,0.03536668222755906,False,0.04184977597529521,-0.12743628185907047,,,0.1,5000,5
blind_raw_eigengap,4,0.03710267676058707,False,0.04128176574669733,,,,0.1,5000,6
oracle_k2,2,0.10121966886898423,False,0.051117183051252346,,0.23369565217391305,0.23369565217391305,0.1,5000,6
oracle_k8,8,0.035366682227559454,False,0.04206413037135598,-0.12743628185907047,,,0.1,5000,6
blind_raw_eigengap,4,0.03710267676058694,False,0.04097764852282702,,,,0.1,5000,7
oracle_k2,2,1.2004286453759505e-15,True,0.00366374617017081,,-0.021739130434782608,1.0,0.1,5000,7
oracle_k8,8,0.03536668222755906,False,0.0407761596912361,-0.12743628185907047,,,0.1,5000,7
blind_raw_eigengap,4,0.03710267676058687,False,0.040851413425108056,,,,0.1,5000,8
oracle_k2,2,1.1796119636642288e-15,True,0.003405475336316627,,-0.021739130434782608,1.0,0.1,5000,8
oracle_k8,8,0.03536668222755917,False,0.04119952733655848,-0.12743628185907047,,,0.1,5000,8
blind_raw_eigengap,4,0.03710267676058687,False,0.04070242019710454,,,,0.1,5000,9
oracle_k2,2,1.2004286453759505e-15,True,0.002999145458510072,,-0.021739130434782608,1.0,0.1,5000,9
oracle_k8,8,0.03536668222755885,False,0.04100192752986915,-0.12743628185907047,,,0.1,5000,9
blind_raw_eigengap,4,0.037102676760587025,False,0.040292818156061457,,,,0.1,5000,10
oracle_k2,2,8.465450562766819e-16,True,0.0033021458154515273,,-0.021739130434782608,1.0,0.1,5000,10
oracle_k8,8,0.035366682227559114,False,0.03061011573915928,-0.12743628185907047,,,0.1,5000,10
blind_raw_eigengap,4,0.03710267676058687,False,0.04072927930180106,,,,0.1,5000,11
oracle_k2,2,0.07151512381109926,False,0.030178554068022792,,0.04341926729986431,0.55359565807327,0.1,5000,11
oracle_k8,8,0.03536668222755909,False,0.032238224692577734,-0.12743628185907047,,,0.1,5000,11
blind_raw_eigengap,4,0.0371026767605871,False,0.04066745386264903,,,,0.1,5000,12
oracle_k2,2,1.1796119636642288e-15,True,0.0034842326661166634,,-0.021739130434782608,1.0,0.1,5000,12
oracle_k8,8,0.061566964826794315,False,0.04059759999646573,-0.12743628185907047,,,0.1,5000,12
blind_raw_eigengap,4,0.03710267676058694,False,0.04121213473439774,,,,0.1,5000,13
oracle_k2,2,0.10121966886898429,False,0.0506463485373733,,0.23369565217391305,0.23369565217391305,0.1,5000,13
oracle_k8,8,0.03536668222755904,False,0.04098439546525585,-0.12743628185907047,,,0.1,5000,13
blind_raw_eigengap,4,0.037102676760587025,False,0.04111660236325456,,,,0.1,5000,14
oracle_k2,2,0.10121966886898405,False,0.05179426605472732,,0.23369565217391305,0.23369565217391305,0.1,5000,14
oracle_k8,8,0.061566964826794635,False,0.04255657271063868,-0.12743628185907047,,,0.1,5000,14
blind_raw_eigengap,4,0.037102676760586775,False,0.041104044726286905,,,,0.1,5000,15
oracle_k2,2,0.04947023568078203,False,0.025847079208527895,,-0.016216216216216217,0.23783783783783785,0.1,5000,15
oracle_k8,8,0.03536668222755911,False,0.04180254011383172,-0.12743628185907047,,,0.1,5000,15
blind_raw_eigengap,4,0.037102676760586775,False,0.040647243841871954,,,,0.1,5000,16
oracle_k2,2,1.1796119636642288e-15,True,0.0036972054746765948,,-0.021739130434782608,1.0,0.1,5000,16
oracle_k8,8,0.03536668222755896,False,0.04172782598931336,-0.12743628185907047,,,0.1,5000,16
blind_raw_eigengap,4,0.03710267676058687,False,0.04072875515260603,,,,0.1,5000,17
oracle_k2,2,1.1796119636642288e-15,True,0.0031566392502284635,,-0.021739130434782608,1.0,0.1,5000,17
oracle_k8,8,0.035366682227558933,False,0.03977785122849109,-0.12743628185907047,,,0.1,5000,17
blind_raw_eigengap,4,0.03710267676058707,False,0.041108461106851985,,,,0.1,5000,18
oracle_k2,2,0.10121966886898423,False,0.05034843522137317,,0.23369565217391305,0.23369565217391305,0.1,5000,18
oracle_k8,8,0.061566964826794565,False,0.040782211287719465,-0.12743628185907047,,,0.1,5000,18
blind_raw_eigengap,4,0.0371026767605871,False,0.040722629384576055,,,,0.1,5000,19
oracle_k2,2,1.2004286453759505e-15,True,0.0033643786301780815,,-0.021739130434782608,1.0,0.1,5000,19
oracle_k8,8,0.061566964826794225,False,0.04023917730952359,-0.12743628185907047,,,0.1,5000,19
blind_raw_eigengap,4,0.03710267676058694,False,0.041858482633912196,,,,0.1,5000,20
oracle_k2,2,0.10121966886898405,False,0.05019009917972905,,0.23369565217391305,0.23369565217391305,0.1,5000,20
oracle_k8,8,0.06156696482679419,False,0.04122964285005212,-0.12743628185907047,,,0.1,5000,20
blind_raw_eigengap,4,0.0371026767605871,False,0.04082822669799895,,,,0.1,5000,21
oracle_k2,2,0.10121966886898423,False,0.050642181974872434,,0.23369565217391305,0.23369565217391305,0.1,5000,21
oracle_k8,8,0.03536668222755922,False,0.0320437099135684,-0.12743628185907047,,,0.1,5000,21
blind_raw_eigengap,4,0.037102676760587025,False,0.04115131051187182,,,,0.1,5000,22
oracle_k2,2,1.2004286453759505e-15,True,0.0031226946025449723,,-0.021739130434782608,1.0,0.1,5000,22
oracle_k8,8,0.035366682227559135,False,0.030677493918108017,-0.12743628185907047,,,0.1,5000,22
blind_raw_eigengap,4,0.037102676760586775,False,0.04105233867204427,,,,0.1,5000,23
oracle_k2,2,1.2004286453759505e-15,True,0.003899348373485776,,-0.021739130434782608,1.0,0.1,5000,23
oracle_k8,8,0.06156696482679423,False,0.039155981798174255,-0.12743628185907047,,,0.1,5000,23
blind_raw_eigengap,4,0.037102676760587025,False,0.04117622815350599,,,,0.1,5000,24
oracle_k2,2,8.465450562766819e-16,True,0.003376593528387264,,-0.021739130434782608,1.0,0.1,5000,24
oracle_k8,8,0.03536668222755911,False,0.04080849673339337,-0.12743628185907047,,,0.1,5000,24
blind_raw_eigengap,4,0.0371026767605871,False,0.04181435202159927,,,,0.1,5000,25
oracle_k2,2,8.465450562766819e-16,True,0.0036788004544406594,,-0.021739130434782608,1.0,0.1,5000,25
oracle_k8,8,0.03536668222755899,False,0.041253557070890914,-0.12743628185907047,,,0.1,5000,25
blind_raw_eigengap,4,0.03710267676058694,False,0.04084707231981156,,,,0.1,5000,26
oracle_k2,2,1.2004286453759505e-15,True,0.0036538628497540288,,-0.021739130434782608,1.0,0.1,5000,26
oracle_k8,8,0.03536668222755897,False,0.040901333438775035,-0.12743628185907047,,,0.1,5000,26
blind_raw_eigengap,4,0.03710267676058707,False,0.040584603568769924,,,,0.1,5000,27
oracle_k2,2,1.2004286453759505e-15,True,0.00376979115451816,,-0.021739130434782608,1.0,0.1,5000,27
oracle_k8,8,0.06156696482679419,False,0.04056138312500149,-0.12743628185907047,,,0.1,5000,27
blind_raw_eigengap,4,0.03710267676058694,False,0.03987656411452952,,,,0.1,5000,28
oracle_k2,2,1.2004286453759505e-15,True,0.0026895650869576105,,-0.021739130434782608,1.0,0.1,5000,28
oracle_k8,8,0.03536668222755946,False,0.04120932789127939,-0.12743628185907047,,,0.1,5000,28
blind_raw_eigengap,4,0.03710267676058687,False,0.04083158047509528,,,,0.1,5000,29
oracle_k2,2,0.07151512381109962,False,0.03044688631001243,,0.04341926729986431,0.55359565807327,0.1,5000,29
oracle_k8,8,0.06156696482679433,False,0.041072575367438274,-0.12743628185907047,,,0.1,5000,29
blind_raw_eigengap,4,0.037102676760586775,False,0.04053581741719719,,,,0.1,5000,30
oracle_k2,2,8.465450562766819e-16,True,0.0034145203651080682,,-0.021739130434782608,1.0,0.1,5000,30
oracle_k8,8,0.0353666822275589,False,0.041379588569920585,-0.12743628185907047,,,0.1,5000,30
blind_raw_eigengap,4,0.0371026767605871,False,0.041673794206859766,,,,0.1,5000,31
oracle_k2,2,0.10121966886898429,False,0.05052968482207093,,0.23369565217391305,0.23369565217391305,0.1,5000,31
oracle_k8,8,0.061566964826794635,False,0.041204808160622323,-0.12743628185907047,,,0.1,5000,31
blind_raw_eigengap,4,0.0371026767605871,False,0.0407503962367921,,,,0.1,5000,32
oracle_k2,2,1.1796119636642288e-15,True,0.003107717782907368,,-0.021739130434782608,1.0,0.1,5000,32
oracle_k8,8,0.06156696482679447,False,0.04054654808722621,-0.12743628185907047,,,0.1,5000,32
blind_raw_eigengap,4,0.037102676760586775,False,0.04088198129506795,,,,0.1,5000,33
oracle_k2,2,1.2004286453759505e-15,True,0.0033713672177731776,,-0.021739130434782608,1.0,0.1,5000,33
oracle_k8,8,0.035366682227558954,False,0.031756668816971534,-0.12743628185907047,,,0.1,5000,33
blind_raw_eigengap,4,0.03710267676058687,False,0.04094030754530403,,,,0.1,5000,34
oracle_k2,2,1.1796119636642288e-15,True,0.003217013469332198,,-0.021739130434782608,1.0,0.1,5000,34
oracle_k8,8,0.06156696482679442,False,0.040720957223663756,-0.12743628185907047,,,0.1,5000,34
blind_raw_eigengap,4,0.03710267676058707,False,0.041360995466817777,,,,0.1,5000,35
oracle_k2,2,1.2004286453759505e-15,True,0.003868098911675734,,-0.021739130434782608,1.0,0.1,5000,35
oracle_k8,8,0.06156696482679429,False,0.0404443924429626,-0.12743628185907047,,,0.1,5000,35
blind_raw_eigengap,4,0.03710267676058687,False,0.040850571508727486,,,,0.1,5000,36
oracle_k2,2,1.2004286453759505e-15,True,0.0032877843031863543,,-0.021739130434782608,1.0,0.1,5000,36
oracle_k8,8,0.0615669648267942,False,0.039865674816324935,-0.12743628185907047,,,0.1,5000,36
blind_raw_eigengap,4,0.037102676760587025,False,0.04100838235947691,,,,0.1,5000,37
oracle_k2,2,0.0715151238110994,False,0.030323277069247295,,0.04341926729986431,0.55359565807327,0.1,5000,37
oracle_k8,8,0.035366682227558954,False,0.03185516086680342,-0.12743628185907047,,,0.1,5000,37
blind_raw_eigengap,4,0.0371026767605871,False,0.04186215640034221,,,,0.1,5000,38
oracle_k2,2,1.2004286453759505e-15,True,0.0036874821529265015,,-0.021739130434782608,1.0,0.1,5000,38
oracle_k8,8,0.03536668222755897,False,0.030557626611613986,-0.12743628185907047,,,0.1,5000,38
blind_raw_eigengap,4,0.037102676760587025,False,0.04050970703754319,,,,0.1,5000,39
oracle_k2,2,1.1796119636642288e-15,True,0.003803594588100664,,-0.021739130434782608,1.0,0.1,5000,39
oracle_k8,8,0.06156696482679447,False,0.041557486787730614,-0.12743628185907047,,,0.1,5000,39
blind_raw_eigengap,4,0.037102676760587025,False,0.04042362601802162,,,,0.1,5000,40
oracle_k2,2,8.465450562766819e-16,True,0.0026559652975114167,,-0.021739130434782608,1.0,0.1,5000,40
oracle_k8,8,0.03536668222755911,False,0.04070945455044577,-0.12743628185907047,,,0.1,5000,40
blind_raw_eigengap,4,0.037102676760586775,False,0.040421844966278896,,,,0.1,5000,41
oracle_k2,2,0.10121966886898423,False,0.05121718204431628,,0.23369565217391305,0.23369565217391305,0.1,5000,41
oracle_k8,8,0.035366682227559204,False,0.04023364024800279,-0.12743628185907047,,,0.1,5000,41
blind_raw_eigengap,4,0.0371026767605871,False,0.04063004816506116,,,,0.1,5000,42
oracle_k2,2,0.07151512381109931,False,0.03072195520152195,,0.04341926729986431,0.55359565807327,0.1,5000,42
oracle_k8,8,0.03536668222755908,False,0.04149419233958094,-0.12743628185907047,,,0.1,5000,42
blind_raw_eigengap,4,0.03710267676058694,False,0.041608263891203624,,,,0.1,5000,43
oracle_k2,2,1.1796119636642288e-15,True,0.003315258657566727,,-0.021739130434782608,1.0,0.1,5000,43
oracle_k8,8,0.03536668222755908,False,0.0412444980093739,-0.12743628185907047,,,0.1,5000,43
blind_raw_eigengap,4,0.037102676760586775,False,0.04135104315967245,,,,0.1,5000,44
oracle_k2,2,1.2004286453759505e-15,True,0.0029622323980633435,,-0.021739130434782608,1.0,0.1,5000,44
oracle_k8,8,0.0353666822275592,False,0.0318686973272612,-0.12743628185907047,,,0.1,5000,44
blind_raw_eigengap,4,0.0371026767605871,False,0.04074439407575303,,,,0.1,5000,45
oracle_k2,2,0.10121966886898405,False,0.05137968697483073,,0.23369565217391305,0.23369565217391305,0.1,5000,45
oracle_k8,8,0.035366682227558906,False,0.04172911402212775,-0.12743628185907047,,,0.1,5000,45
blind_raw_eigengap,4,0.0371026767605871,False,0.04006944337966512,,,,0.1,5000,46
oracle_k2,2,0.10121966886898423,False,0.0500692696310864,,0.23369565217391305,0.23369565217391305,0.1,5000,46
oracle_k8,8,0.06156696482679436,False,0.0399214359673644,-0.12743628185907047,,,0.1,5000,46
blind_raw_eigengap,4,0.0371026767605871,False,0.04130194549070587,,,,0.1,5000,47
oracle_k2,2,0.07151512381109891,False,0.02992690704505115,,0.04341926729986431,0.55359565807327,0.1,5000,47
oracle_k8,8,0.03536668222755903,False,0.04131079464514056,-0.12743628185907047,,,0.1,5000,47
blind_raw_eigengap,4,0.03710267676058694,False,0.04089184291079186,,,,0.1,5000,48
oracle_k2,2,0.10121966886898405,False,0.049385936610250473,,0.23369565217391305,0.23369565217391305,0.1,5000,48
oracle_k8,8,0.03536668222755946,False,0.04196598887934974,-0.12743628185907047,,,0.1,5000,48
blind_raw_eigengap,4,0.0371026767605871,False,0.03990458734708843,,,,0.1,5000,49
oracle_k2,2,1.2004286453759505e-15,True,0.00293950362913642,,-0.021739130434782608,1.0,0.1,5000,49
oracle_k8,8,0.03536668222755927,False,0.040671192232573046,-0.12743628185907047,,,0.1,5000,49
blind_raw_eigengap,4,0.03710267676058687,False,0.04049403228225726,,,,0.1,5000,50
oracle_k2,2,0.049470235680781606,False,0.025104942403097755,,-0.016216216216216217,0.23783783783783785,0.1,5000,50
oracle_k8,8,0.06156696482679437,False,0.040051425857047705,-0.12743628185907047,,,0.1,5000,50
blind_raw_eigengap,4,0.0371026767605871,False,0.04059850754974834,,,,0.1,5000,51
oracle_k2,2,0.10121966886898429,False,0.05175676504779128,,0.23369565217391305,0.23369565217391305,0.1,5000,51
oracle_k8,8,0.061566964826794565,False,0.04110320589658357,-0.12743628185907047,,,0.1,5000,51
blind_raw_eigengap,4,0.03710267676058687,False,0.04169334674955278,,,,0.1,5000,52
oracle_k2,2,0.10121966886898405,False,0.05058385155818148,,0.23369565217391305,0.23369565217391305,0.1,5000,52
oracle_k8,8,0.06156696482679436,False,0.04133151305861881,-0.12743628185907047,,,0.1,5000,52
blind_raw_eigengap,4,0.03710267676058694,False,0.03946325497483418,,,,0.1,5000,53
oracle_k2,2,8.465450562766819e-16,True,0.002394837716630124,,-0.021739130434782608,1.0,0.1,5000,53
oracle_k8,8,0.03536668222755913,False,0.04169136295237036,-0.12743628185907047,,,0.1,5000,53
blind_raw_eigengap,4,0.037102676760587025,False,0.04131331927824629,,,,0.1,5000,54
oracle_k2,2,1.1796119636642288e-15,True,0.0032399741807707205,,-0.021739130434782608,1.0,0.1,5000,54
oracle_k8,8,0.09151035802401877,False,0.04267355913437184,-0.12743628185907047,,,0.1,5000,54
blind_raw_eigengap,4,0.03710267676058707,False,0.04116261138517605,,,,0.1,5000,55
oracle_k2,2,1.1796119636642288e-15,True,0.0034454054202325926,,-0.021739130434782608,1.0,0.1,5000,55
oracle_k8,8,0.035366682227559176,False,0.04131527324638728,-0.12743628185907047,,,0.1,5000,55
blind_raw_eigengap,4,0.03710267676058707,False,0.042151532171149836,,,,0.1,5000,56
oracle_k2,2,0.10121966886898429,False,0.052456761679763785,,0.23369565217391305,0.23369565217391305,0.1,5000,56
oracle_k8,8,0.035366682227559315,False,0.04109405581279171,-0.12743628185907047,,,0.1,5000,56
blind_raw_eigengap,4,0.037102676760587025,False,0.04140079761230181,,,,0.1,5000,57
oracle_k2,2,1.2004286453759505e-15,True,0.0035484660197276034,,-0.021739130434782608,1.0,0.1,5000,57
oracle_k8,8,0.06156696482679422,False,0.03911996258407552,-0.12743628185907047,,,0.1,5000,57
