model,samples_per_state,repeat,observed_micro_ei_bits,observed_macro_ei_bits,observed_delta_ei_bits,null_micro_ei_bits,null_macro_ei_bits,null_delta_ei_bits
eta_0.2,5000,3,0.9630902348170375,0.8515353904344346,-0.11155484438260288,0.006605317045993461,0.00011541300199132898,-0.006489904044002132
eta_0.2,5000,4,0.9658295717437992,0.8542073740420045,-0.11162219770179471,0.006771776798998594,0.00015838633598401489,-0.006613390463014579
eta_0.2,5000,5,0.9623852653817471,0.8527514244180363,-0.10963384096371076,0.006401263723446993,0.00016462158219622037,-0.006236642141250773
eta_0.2,5000,6,0.9614534478219001,0.849782219503281,-0.11167122831861909,0.00681250519167823,0.0001294264701941346,-0.006683078721484095
eta_0.2,5000,7,0.966034906508716,0.8569134005590968,-0.10912150594961922,0.00653021255803397,0.00012613485562081744,-0.006404077702413153
eta_0.2,5000,8,0.9687788146883305,0.8578994982389837,-0.11087931644934679,0.006615823648968125,0.00016811893207516128,-0.006447704716892964
eta_0.2,5000,9,0.964887546175221,0.8531602406838916,-0.11172730549132937,0.006494258238529935,0.0001138967785051267,-0.006380361460024808
eta_0.2,5000,10,0.9631529832918941,0.8524044372331308,-0.11074854605876339,0.006614829276164695,0.00015665696752109045,-0.0064581723086436045
eta_0.2,5000,11,0.9599018917030202,0.8509873205455166,-0.10891457115750358,0.006480870153472078,0.0001563773666789092,-0.006324492786793168
eta_0.2,5000,12,0.9656020005926127,0.8549185567657926,-0.11068344382682005,0.0072284522770988515,0.00017368188621416398,-0.007054770390884688
eta_0.2,5000,13,0.965137167056949,0.8550850833363239,-0.11005208372062503,0.0065581122331000346,0.00015350336299181386,-0.006404608870108221
eta_0.2,5000,14,0.9661748622256461,0.8554756354246312,-0.11069922680101485,0.00662589139379816,0.00011278399956621174,-0.006513107394231948
eta_0.2,5000,15,0.9668166437708056,0.8575091905759995,-0.10930745319480606,0.006467879858836199,0.00016204321470071254,-0.006305836644135487
eta_0.2,5000,16,0.964577510843554,0.8537526057680511,-0.11082490507550291,0.0068955351802792815,0.0001405006357401598,-0.006755034544539121
eta_0.2,5000,17,0.9632278966626995,0.8545629101584097,-0.1086649865042898,0.006841589928753898,0.000139834449612629,-0.0067017554791412685
eta_0.2,5000,18,0.9635233837101452,0.8526291895193625,-0.11089419419078272,0.006400221002211295,0.00017718768038330458,-0.00622303332182799
eta_0.2,5000,19,0.9623283616298127,0.8544965402738867,-0.10783182135592606,0.006580291349349502,0.00013297009892908093,-0.006447321250420421
eta_0.2,5000,20,0.9648709480966263,0.8542542838257033,-0.11061666427092298,0.006728783881053885,0.0001407819374695007,-0.006588001943584384
eta_0.2,5000,21,0.965874369812067,0.8532774906530926,-0.11259687915897443,0.0069473280097265,0.0001939410364625484,-0.006753386973263951
eta_0.2,5000,22,0.9627950481807485,0.8502362579823404,-0.11255879019840809,0.006926136647040104,0.00017950121468451738,-0.006746635432355587
eta_0.2,5000,23,0.9637595642441962,0.852555440449176,-0.1112041237950202,0.0065334537882556784,0.00015172094708848917,-0.006381732841167189
eta_0.2,5000,24,0.9653940327194096,0.8551442237813747,-0.11024980893803493,0.0064385372647144815,0.00015211361920808633,-0.006286423645506395
eta_0.2,5000,25,0.96526622302963,0.8535548637433928,-0.11171135928623721,0.006631655465111402,0.00014345663454764542,-0.006488198830563756
eta_0.2,5000,26,0.9671210549434935,0.8571531493459355,-0.10996790559755809,0.00652783619176548,0.00011729370587942485,-0.006410542485886055
eta_0.2,5000,27,0.9654709880275368,0.8527957003069064,-0.1126752877206304,0.006931959917910621,0.00014671867749410937,-0.006785241240416512
eta_0.2,5000,28,0.961555747560551,0.8513812994758602,-0.11017444808469079,0.00663458739715557,0.00012709649277461911,-0.006507490904380951
eta_0.2,5000,29,0.9644772589059111,0.8519623844266695,-0.11251487447924158,0.006617499178478745,0.00015419893398247147,-0.006463300244496273
eta_0.2,5000,30,0.968836706488663,0.8563095338993394,-0.11252717258932365,0.006196227723397836,9.127091127452548e-05,-0.00610495681212331
eta_0.2,5000,31,0.9634242726183095,0.852902747538903,-0.11052152507940649,0.00706266871444531,0.0001670961758599572,-0.0068955725385853525
eta_0.2,5000,32,0.9678589751350298,0.8566249282138425,-0.11123404692118732,0.006734396760305084,0.00014501079217438235,-0.006589385968130701
eta_0.2,5000,33,0.9714501286919909,0.8600093682864922,-0.11144076040549866,0.007264486289643044,0.00014506375122824364,-0.0071194225384148
eta_0.2,5000,34,0.962713591379932,0.8532047901615041,-0.10950880121842788,0.00634717814849681,0.00010158054880995252,-0.006245597599686857
eta_0.2,5000,35,0.9655697608128279,0.8555366109995635,-0.1100331498132644,0.006872182675945213,0.00015188070834838517,-0.006720301967596828
eta_0.2,5000,36,0.9633479297533557,0.8537125137239859,-0.10963541602936977,0.006472422372427879,0.00017100465080938681,-0.006301417721618492
eta_0.2,5000,37,0.9627537597690806,0.8529145599738138,-0.1098391997952668,0.006715882882931003,0.0001520549473765465,-0.006563827935554456
eta_0.2,5000,38,0.9640668404573374,0.8531563811223,-0.1109104593350374,0.006348117270485901,0.0001504110360163736,-0.006197706234469528
eta_0.2,5000,39,0.9624910011142457,0.8522516695964293,-0.1102393315178164,0.006733527124705869,0.0001664148212522398,-0.006567112303453629
eta_0.2,5000,40,0.9674596584338767,0.8550903177446306,-0.11236934068924609,0.006544230184463217,0.00017508388301036012,-0.006369146301452857
eta_0.2,5000,41,0.9677800605052574,0.8583487749086687,-0.10943128559658877,0.006752992338476376,0.000168172718995592,-0.006584819619480784
eta_0.2,5000,42,0.968061792119764,0.8572471614226728,-0.11081463069709119,0.006716022648003109,0.00021084416270892125,-0.006505178485294188
eta_0.2,5000,43,0.9651545023380197,0.8549465204449488,-0.1102079818930709,0.006703895824332593,0.0001194805910137297,-0.006584415233318863
eta_0.2,5000,44,0.966975730787197,0.8578058992014814,-0.10916983158571558,0.00671381614643615,0.00012182006776207955,-0.00659199607867407
eta_0.2,5000,45,0.9653943823302665,0.8541884988380045,-0.11120588349226201,0.0069030011751260514,0.0001541238655973945,-0.0067488773095286565
eta_0.2,5000,46,0.9684726450270903,0.8566020911008043,-0.11187055392628598,0.006555367101456262,0.00017607828936496732,-0.006379288812091295
eta_0.2,5000,47,0.9670150003113672,0.8559829140792583,-0.11103208623210892,0.006643631124062202,0.00015927163354636717,-0.006484359490515835
eta_0.2,5000,48,0.9652625417686048,0.8543691805722483,-0.11089336119635651,0.006327477204989307,0.00014041155777009268,-0.006187065647219215
eta_0.2,5000,49,0.9620986291826038,0.8518716710816815,-0.11022695810092231,0.006455984614422615,0.00015507091920317356,-0.006300913695219441
eta_0.2,5000,50,0.9614533338069385,0.8499968782400655,-0.111456455566873,0.006784378026910499,0.00016743493612208328,-0.006616943090788415
eta_0.2,5000,51,0.9673363985376578,0.8555523413772843,-0.11178405716037354,0.00674992928005387,0.0001574933327932159,-0.006592435947260654
eta_0.2,5000,52,0.9673718645277032,0.8549417140092467,-0.1124301505184565,0.006896785396190072,0.00015222727485643807,-0.006744558121333634
eta_0.2,5000,53,0.9667811649062017,0.8572979720463563,-0.10948319285984542,0.006425302469918051,0.0001142735783160165,-0.006311028891602034
eta_0.2,5000,54,0.9645168793208834,0.8529692332367822,-0.11154764608410117,0.006978466200176568,0.0001402654440449862,-0.006838200756131582
eta_0.2,5000,55,0.9625874196035342,0.8516935646648455,-0.11089385493868875,0.0068579880310374415,0.0001378173820859882,-0.0067201706489514535
eta_0.2,5000,56,0.9641198421975202,0.8538388841909648,-0.11028095800655546,0.00662246899477845,9.884581750509985e-05,-0.00652362317727335
eta_0.2,5000,57,0.9624058106661467,0.8515711250114748,-0.11083468565467192,0.006488931692435901,0.00014333232381676445,-0.0063455993686191365
eta_0.2,5000,58,0.9587882521308057,0.8494908521372109,-0.10929739999359478,0.006496677894111415,0.00011090117721489985,-0.006385776716896515
eta_0.2,5000,59,0.9665312945103078,0.8576708007019584,-0.10886049380834939,0.006337957655581016,0.00012261188506237358,-0.006215345770518642
eta_0.2,5000,60,0.9625529301535173,0.8527866277519125,-0.10976630240160479,0.006499468967489193,0.00012533879776451445,-0.006374130169724679
eta_0.2,5000,61,0.9668023168456287,0.8566383294426471,-0.11016398740298161,0.006558684661298552,0.00015818966717294548,-0.006400494994125606
eta_0.2,5000,62,0.9670461828391009,0.8563426565085791,-0.11070352633052183,0.006656569725414793,0.0001590647696591856,-0.006497504955755607
eta_0.2,5000,63,0.9673868290318103,0.8569234465173448,-0.11046338251446552,0.006711005495553442,0.00016227368617485803,-0.006548731809378584
eta_0.2,5000,64,0.9666389009969985,0.8551876680410448,-0.1114512329559536,0.006593409354167796,0.00010741191913813316,-0.006485997435029664
eta_0.2,5000,65,0.964237594904283,0.853744995577131,-0.11049259932715194,0.006536804547087836,0.00016552896233488348,-0.006371275584752953
eta_0.2,5000,66,0.9622950178001176,0.8527838535772365,-0.1095111642228811,0.006359314915434432,6.375258180019279e-05,-0.006295562333634239
eta_0.2,5000,67,0.9625564601701301,0.8539265893257744,-0.10862987084435571,0.006473640490981594,0.00012370309066294684,-0.006349937400318647
eta_0.2,5000,68,0.961487849572841,0.8511593033102207,-0.11032854626262023,0.006529904896430311,0.00013732010274921982,-0.006392584793681091
eta_0.2,5000,69,0.9684666422730253,0.8579188909290592,-0.1105477513439661,0.006311059474846618,0.00015842929376248883,-0.006152630181084129
eta_0.2,5000,70,0.9669196397550485,0.8536245675778076,-0.11329507217724089,0.006865919064941485,0.0002016479533659474,-0.006664271111575538
eta_0.2,5000,71,0.9693352221635637,0.8598343738299729,-0.10950084833359086,0.00665365807410626,0.00021315839664937865,-0.006440499677456881
eta_0.2,5000,72,0.9667441189956741,0.8564675243987354,-0.11027659459693873,0.0066575105196954865,0.0001577501016716217,-0.006499760418023865
eta_0.2,5000,73,0.9629127201439868,0.8527825849060702,-0.1101301352379166,0.006708625922667177,0.0001722124379275556,-0.006536413484739621
eta_0.2,5000,74,0.9628582771351123,0.8551476745357486,-0.10771060259936371,0.006565945194041964,0.0001561618428882658,-0.006409783351153699
eta_0.2,5000,75,0.9657145549218381,0.8526135982723725,-0.11310095664946562,0.006790341227045179,0.00020036430661420383,-0.006589976920430975
eta_0.2,5000,76,0.9689668426617876,0.8562350643594545,-0.11273177830233305,0.006357809783799799,0.00013994432758653285,-0.006217865456213266
eta_0.2,5000,77,0.9626430161659041,0.8520865516395708,-0.11055646452633328,0.006281221041430318,0.00015891120322111238,-0.006122309838209206
eta_0.2,5000,78,0.9624833662730943,0.8523770428764633,-0.11010632339663096,0.006482841283174928,0.00014306798775501724,-0.0063397732954199116
eta_0.2,5000,79,0.9670912785261025,0.8562704685865206,-0.11082080993958199,0.006431727299022492,0.00010448235809161186,-0.006327244940930879
eta_0.2,5000,80,0.9641501216705358,0.8532122049148303,-0.11093791675570552,0.006470229496403356,0.0001703816284481021,-0.006299847867955254
eta_0.2,5000,81,0.9684457225598306,0.8588069749328908,-0.10963874762693981,0.006559094801305361,0.00018293851843126109,-0.0063761562828741
eta_0.2,5000,82,0.9634145005996047,0.8521450057116702,-0.11126949488793447,0.006911324941578186,0.0001330241705344676,-0.006778300771043719
eta_0.2,5000,83,0.9644084683290745,0.8541751697068456,-0.11023329862222886,0.006407028088743734,0.00013521849416150424,-0.0062718095945822295
eta_0.2,5000,84,0.9627534742470503,0.8524442459010702,-0.11030922834598011,0.006734021174012744,0.0001384354938771896,-0.006595585680135555
eta_0.2,5000,85,0.9662329284692293,0.8565202508229599,-0.10971267764626935,0.00686090186419408,0.00016250656646560216,-0.0066983952977284775
eta_0.2,5000,86,0.96968736100165,0.8587127051422906,-0.1109746558593594,0.006897362385967381,0.00017580706827202447,-0.006721555317695357
eta_0.2,5000,87,0.9629763371959866,0.8524027214590082,-0.11057361573697844,0.006530653548319269,0.00012370144640265642,-0.006406952101916613
eta_0.2,5000,88,0.9668703409240792,0.8565931160830437,-0.11027722484103553,0.0068249884531581435,0.00012451249510288985,-0.006700475958055254
eta_0.2,5000,89,0.9673170703112661,0.8556763574327151,-0.11164071287855104,0.006779966603636892,0.00013155767934255045,-0.006648408924294342
eta_0.2,5000,90,0.9614422053853723,0.8512387539324292,-0.11020345145294308,0.0067187784430362925,0.00013138450834049076,-0.006587393934695802
eta_0.2,5000,91,0.9719049056565954,0.8600408770936172,-0.11186402856297817,0.0068987719324965805,0.00018885960198336554,-0.006709912330513215
eta_0.2,5000,92,0.9633127543152357,0.8525263228259032,-0.11078643148933243,0.006621166461857402,0.00018978314875975024,-0.006431383313097652
eta_0.2,5000,93,0.9664003736997033,0.8576041773408343,-0.10879619635886906,0.006451125336000521,0.0001227815797253519,-0.006328343756275169
eta_0.2,5000,94,0.9697753605946889,0.8596275368497646,-0.11014782374492438,0.006076145925144875,9.00675812831059e-05,-0.005986078343861769
eta_0.2,5000,95,0.9599460437760348,0.848803893718559,-0.11114215005747574,0.006607080246960052,0.00012148324065923115,-0.006485597006300821
eta_0.2,5000,96,0.9685404754685812,0.8573047683354789,-0.11123570713310238,0.0069021195415416015,0.00012672069518937206,-0.00677539884635223
eta_0.2,5000,97,0.965448487921401,0.8564547428080482,-0.1089937451133528,0.006566887478840852,0.0001236943083443809,-0.006443193170496471
eta_0.2,5000,98,0.9605818747599647,0.8493529711219585,-0.1112289036380062,0.00655673654497288,0.00018630754573421143,-0.006370428999238668
eta_0.2,5000,99,0.9613930283537399,0.849680318981563,-0.11171270937217681,0.006525861873932263,9.181913875081773e-05,-0.006434042735181445
eta_0.8,100,0,2.6274869319751777,0.8952166515298201,-1.7322702804453576,0.3915675660669373,0.01085603382823375,-0.3807115322387036
eta_0.8,100,1,2.595320749884656,0.8701939171469287,-1.7251268327377276,0.3761564356212019,0.007871508433004222,-0.36828492718819766
eta_0.8,100,2,2.6054813523602087,0.8771411496381232,-1.7283402027220856,0.36951343643492657,0.010646462885250927,-0.3588669735496756
eta_0.8,100,3,2.5839717236687707,0.8775109644060889,-1.706460759262682,0.3668452473559647,0.0070398596828369795,-0.3598053876731277
eta_0.8,100,4,2.644338825285113,0.8925234180890187,-1.7518154071960943,0.383500401133997,0.007601529454004854,-0.3758988716799922
eta_0.8,100,5,2.633783299861328,0.8620604671442484,-1.7717228327170795,0.3815572967534726,0.0076754175455376545,-0.373881879207935
eta_0.8,100,6,2.616374554870412,0.8353923448380853,-1.7809822100323265,0.3726574132008605,0.007627256918646899,-0.3650301562822136
eta_0.8,100,7,2.614662807459703,0.8617876286351545,-1.7528751788245487,0.3831846152246566,0.00844883840987851,-0.37473577681477804
eta_0.8,100,8,2.592188901776141,0.8576733280114772,-1.7345155737646638,0.3769563967047522,0.0063454307609623894,-0.3706109659437898
eta_0.8,100,9,2.624474810903561,0.8723124916081144,-1.7521623192954465,0.38001425995904253,0.006635761580647436,-0.3733784983783951
eta_0.8,100,10,2.6524234553061543,0.8698967165318069,-1.7825267387743473,0.36104408067233035,0.009666868945234273,-0.3513772117270961
eta_0.8,100,11,2.5945566758291116,0.8759651216739407,-1.718591554155171,0.38376844760170115,0.0074884234254076944,-0.37628002417629347
eta_0.8,100,12,2.586816653422487,0.8457915611629254,-1.7410250922595616,0.3697420812025663,0.006195286435498537,-0.36354679476706775
eta_0.8,100,13,2.582388307136867,0.8740225063876146,-1.7083658007492524,0.36994492510816906,0.00868339270933342,-0.3612615323988356
eta_0.8,100,14,2.6219549372620152,0.866449221095038,-1.7555057161669771,0.37950718300622927,0.007646427553359519,-0.37186075545286973
eta_0.8,100,15,2.6347890094548254,0.8884065746163772,-1.7463824348384482,0.37725107545421926,0.0093992687029474,-0.3678518067512719
eta_0.8,100,16,2.5781036210131503,0.8494532917015802,-1.72865032931157,0.36742136304903444,0.006480442461798043,-0.3609409205872364
eta_0.8,100,17,2.58773768810624,0.8574248626731522,-1.730312825433088,0.37033359854065573,0.006254890720085577,-0.36407870782057017
eta_0.8,100,18,2.6097148525095606,0.8958026728740219,-1.7139121796355385,0.40045770453838286,0.008714210160202263,-0.3917434943781806
eta_0.8,100,19,2.5604308181336903,0.8376002756798516,-1.7228305424538388,0.3839349192577663,0.007569235313784566,-0.37636568394398173
eta_0.8,100,20,2.5995436660351725,0.8647140626614029,-1.7348296033737696,0.38854024884326394,0.007363684380453327,-0.3811765644628106
eta_0.8,100,21,2.601874364442414,0.8465744744920403,-1.7552998899503738,0.39608425766691013,0.008100735624986696,-0.38798352204192343
eta_0.8,100,22,2.6374075197300755,0.8974468105885557,-1.7399607091415197,0.37167443953175844,0.005605575828358992,-0.36606886370339947
eta_0.8,100,23,2.633582103542205,0.8808433557141551,-1.75273874782805,0.38703930077326093,0.009329423370816513,-0.37770987740244444
eta_0.8,100,24,2.603207119309739,0.8639690958078976,-1.7392380235018412,0.37749749728667803,0.005718823130358346,-0.3717786741563197
eta_0.8,100,25,2.545240299530836,0.8161851676427657,-1.72905513188807,0.3806232763692557,0.009005968595986794,-0.3716173077732689
eta_0.8,100,26,2.5838396415356164,0.8341525877907761,-1.7496870537448403,0.3611841791798267,0.007772378527835541,-0.3534118006519912
eta_0.8,100,27,2.5490102730360484,0.8229375499129636,-1.7260727231230848,0.3731582869859791,0.00555841630814765,-0.36759987067783145
eta_0.8,100,28,2.617041583604021,0.842783857262511,-1.77425772634151,0.36759546337305987,0.010793788131779537,-0.3568016752412803
eta_0.8,100,29,2.6114367514819943,0.8655376275412565,-1.7458991239407378,0.37500215435779477,0.006080311910115623,-0.36892184244767917
eta_0.8,100,30,2.6274087365747056,0.8543413822092022,-1.7730673543655033,0.3915696120978603,0.0067612183284517895,-0.3848083937694085
eta_0.8,100,31,2.5701064069712056,0.8740512120089603,-1.6960551949622453,0.3822538778859032,0.008694951131713468,-0.3735589267541897
eta_0.8,100,32,2.5941505099716977,0.863375505300739,-1.7307750046709587,0.3577927339042801,0.005596011977576417,-0.3521967219267037
eta_0.8,100,33,2.632513714944249,0.8670623582231818,-1.7654513567210672,0.38138234440792756,0.009676260016195898,-0.3717060843917317
eta_0.8,100,34,2.5466623934233916,0.8243296232286461,-1.7223327701947455,0.39665628639118294,0.009646831340088962,-0.38700945505109396
eta_0.8,100,35,2.59740646015557,0.8814632003510735,-1.7159432598044964,0.37454150056246815,0.007880370609273647,-0.3666611299531945
eta_0.8,100,36,2.5612330115002475,0.8653387757592788,-1.6958942357409688,0.36173484865787336,0.007815044933862645,-0.3539198037240107
eta_0.8,100,37,2.5864122713719144,0.849386060388636,-1.7370262109832786,0.3769591473728879,0.006530641292498405,-0.37042850608038946
eta_0.8,100,38,2.643644130032859,0.8825835289932181,-1.7610606010396408,0.3661107490018292,0.007224199004737042,-0.3588865499970922
eta_0.8,100,39,2.591107260018274,0.8500222551916935,-1.7410850048265805,0.37135156506553946,0.0053380227439559415,-0.3660135423215835
eta_0.8,100,40,2.5956369160526096,0.8712266583108047,-1.724410257741805,0.3727763814699759,0.006542431559149511,-0.36623394991082636
eta_0.8,100,41,2.596291635681876,0.8751964927045566,-1.7210951429773194,0.3792191402815937,0.0072664980104880286,-0.3719526422711057
eta_0.8,100,42,2.5387762652098487,0.847145924238823,-1.6916303409710256,0.38054765756279574,0.00669382999035267,-0.37385382757244306
eta_0.8,100,43,2.588703728196469,0.8647922614299892,-1.7239114667664799,0.3807368637343911,0.008505100054002776,-0.3722317636803883
eta_0.8,100,44,2.568458949924729,0.8703758119452322,-1.6980831379794967,0.37814656468759783,0.006116841771883825,-0.372029722915714
eta_0.8,100,45,2.58533623118611,0.866977343406454,-1.718358887779656,0.37463084934890034,0.006770068875537761,-0.36786078047336257
eta_0.8,100,46,2.5756934580558526,0.854884903373642,-1.7208085546822107,0.3933094517132681,0.009619107735321424,-0.38369034397794666
eta_0.8,100,47,2.631109621571204,0.8724499926009659,-1.7586596289702383,0.3848891347282201,0.00748718879411295,-0.37740194593410714
eta_0.8,100,48,2.5684060824371198,0.8464889605996662,-1.7219171218374536,0.3871807298367366,0.00683259581469777,-0.3803481340220389
eta_0.8,100,49,2.625432693333068,0.8853255450199677,-1.7401071483131,0.3750792024891769,0.006516358000624596,-0.3685628444885523
eta_0.8,100,50,2.5406490254146257,0.8497585247329029,-1.6908905006817228,0.3680349586848239,0.007513948991188891,-0.360521009693635
eta_0.8,100,51,2.535307735342357,0.8370410491987416,-1.6982666861436155,0.3820400742458681,0.00873560216345886,-0.37330447208240924
eta_0.8,100,52,2.6123017753846427,0.8625452164210692,-1.7497565589635735,0.36376333890454077,0.005196359660937814,-0.358566979243603
eta_0.8,100,53,2.609415871779414,0.8819463755104762,-1.7274694962689376,0.3662226428403324,0.008329116520152339,-0.35789352632018007
eta_0.8,100,54,2.5700794211444933,0.8407381666721879,-1.7293412544723052,0.3867002119053929,0.0066404491996662,-0.38005976270572667
eta_0.8,100,55,2.6170090948339797,0.866564901779568,-1.7504441930544117,0.38550994511917525,0.008322012776760854,-0.3771879323424144
eta_0.8,100,56,2.62545408607737,0.8883093069369459,-1.7371447791404242,0.38065852781211057,0.0067450346129371615,-0.3739134931991734
eta_0.8,100,57,2.584549672716974,0.8454309910060465,-1.7391186817109276,0.36932121403703627,0.0064948620583187115,-0.36282635197871754
eta_0.8,100,58,2.6836043588268974,0.8977404202876774,-1.78586393853922,0.3783018703526464,0.008443860948326649,-0.36985800940431973
eta_0.8,100,59,2.5676481484796834,0.8702272667229387,-1.6974208817567447,0.3877683973906922,0.008242480322456927,-0.37952591706823524
eta_0.8,100,60,2.5925679005929747,0.870549895620492,-1.7220180049724827,0.3818909241442268,0.0058888011254738665,-0.37600212301875297
eta_0.8,100,61,2.562575568125889,0.8344772406769789,-1.72809832744891,0.3851639562653468,0.008041464470891314,-0.37712249179445545
eta_0.8,100,62,2.5721852307278454,0.8477532296475854,-1.72443200108026,0.39444220600809937,0.00787085804462027,-0.3865713479634791
eta_0.8,100,63,2.6162670868115527,0.8799417574359791,-1.7363253293755736,0.37030393578941284,0.008481842186418231,-0.3618220936029946
eta_0.8,100,64,2.586789351017783,0.8558570988419193,-1.7309322521758634,0.39886591934840715,0.006465302612206868,-0.3924006167362003
eta_0.8,100,65,2.592147106259486,0.8598983254694317,-1.7322487807900542,0.36345407986396777,0.011042732864845419,-0.35241134699912235
eta_0.8,100,66,2.5866268040064706,0.8545294217032405,-1.73209738230323,0.38238922627135113,0.007024973775281579,-0.37536425249606953
eta_0.8,100,67,2.6222745517933608,0.8705291811132394,-1.7517453706801214,0.3651031125358684,0.0052147490054784,-0.35988836353039
eta_0.8,100,68,2.621169038414372,0.8748573845227016,-1.7463116538916705,0.36902948730961666,0.006851716913886016,-0.3621777703957306
eta_0.8,100,69,2.616684970121973,0.8724009958467587,-1.7442839742752145,0.36896674796556184,0.006759577468410643,-0.3622071704971512
eta_0.8,100,70,2.6289286963856178,0.8717220223163966,-1.7572066740692212,0.36625082545815507,0.00715153236506627,-0.3590992930930888
eta_0.8,100,71,2.5797195531221324,0.8506279501207402,-1.7290916030013923,0.3803991380564294,0.0067833715177206075,-0.37361576653870876
eta_0.8,100,72,2.556056017728922,0.8373029040883824,-1.7187531136405398,0.3822163713830617,0.009402488009522699,-0.372813883373539
eta_0.8,100,73,2.589464579701673,0.8567133103821097,-1.732751269319563,0.39039724915712076,0.009060231678454971,-0.3813370174786658
eta_0.8,100,74,2.5854006170878523,0.8605357849096448,-1.7248648321782074,0.3668891799383884,0.010813551801715903,-0.3560756281366725
eta_0.8,100,75,2.5910738614405076,0.8297514647474389,-1.7613223966930687,0.3719484839494447,0.005530869099801526,-0.36641761484964314
eta_0.8,100,76,2.6123455248284735,0.8781304538972603,-1.7342150709312132,0.36823612113214077,0.006048310984452548,-0.36218781014768825
eta_0.8,100,77,2.571797321483539,0.8645378553574765,-1.7072594661260625,0.3817147510974805,0.007014057268209242,-0.37470069382927124
eta_0.8,100,78,2.5975547744242764,0.8529552960056328,-1.7445994784186436,0.36936421559111987,0.007297444173765319,-0.36206677141735455
eta_0.8,100,79,2.5781389694845283,0.8252293757115979,-1.7529095937729302,0.3772494573003777,0.007144853207266192,-0.37010460409311147
eta_0.8,100,80,2.550142449445366,0.8386293059491143,-1.7115131434962516,0.38379161624303065,0.007728632788652415,-0.3760629834543782
eta_0.8,100,81,2.6334440253911433,0.8818789641623358,-1.7515650612288076,0.3733276257637092,0.00498541140334394,-0.36834221436036524
eta_0.8,100,82,2.6394745163022506,0.8850725091331479,-1.7544020071691027,0.3599817118071847,0.007208266472775413,-0.3527734453344093
eta_0.8,100,83,2.573169496176306,0.8443848717925644,-1.7287846243837415,0.37750897172282877,0.0065954740403559005,-0.3709134976824729
eta_0.8,100,84,2.63134172365313,0.8767858883019379,-1.7545558353511919,0.39923361769960913,0.011499239737138955,-0.3877343779624702
eta_0.8,100,85,2.627581062609823,0.8922075198187551,-1.7353735427910677,0.3923021798712809,0.00879768452691189,-0.38350449534436903
eta_0.8,100,86,2.5627014929681127,0.8391358902537499,-1.7235656027143627,0.3904149070637751,0.004010612540007478,-0.3864042945237676
eta_0.8,100,87,2.5988446387035817,0.8951789014804896,-1.7036657372230921,0.3768354748892749,0.008439690777053702,-0.3683957841122212
eta_0.8,100,88,2.6096971320072107,0.9044931746470459,-1.7052039573601647,0.3765264254228919,0.005535675895531075,-0.37099074952736083
eta_0.8,100,89,2.621938829860313,0.8891040239972248,-1.7328348058630882,0.38385357814234305,0.01042986666782086,-0.3734237114745222
eta_0.8,100,90,2.57005467678483,0.8610497880700967,-1.709004888714733,0.3762950709155051,0.005875955065883628,-0.3704191158496215
eta_0.8,100,91,2.581312510154071,0.8668985604787925,-1.7144139496752784,0.3798851922318362,0.009085569908737384,-0.3707996223230988
eta_0.8,100,92,2.547441958955369,0.8207679955688832,-1.7266739633864856,0.35856663726011484,0.006797171465356347,-0.3517694657947585
eta_0.8,100,93,2.5995704312359935,0.877571188707887,-1.7219992425281065,0.3888002538715278,0.00675829161115767,-0.3820419622603701
eta_0.8,100,94,2.6054399021464003,0.8645949465849265,-1.7408449555614738,0.37163605097644536,0.007183324440346782,-0.36445272653609856
eta_0.8,100,95,2.5489932220097296,0.836110480753,-1.7128827412567296,0.36463781743257523,0.005823911470361381,-0.35881390596221385
eta_0.8,100,96,2.594107095697449,0.8520251660216335,-1.7420819296758152,0.3948633461721857,0.007257058344419801,-0.3876062878277659
eta_0.8,100,97,2.5927784064891846,0.8750329385606368,-1.7177454679285478,0.3831281894796604,0.007201019024041487,-0.3759271704556189
eta_0.8,100,98,2.5509059211056235,0.8274162753545102,-1.7234896457511133,0.3851876072759217,0.007793612868548934,-0.37739399440737276
eta_0.8,100,99,2.573616959558928,0.8576656730747169,-1.7159512864842115,0.3822294265323199,0.006880554713573079,-0.3753488718187468
eta_0.8,500,0,2.421915058746533,0.8456956591681338,-1.5762193995783988,0.06618723074719145,0.001239992316987544,-0.0649472384302039
eta_0.8,500,1,2.441641996206158,0.8635701845518962,-1.578071811654262,0.06673382740249639,0.001678647368834219,-0.06505518003366217
eta_0.8,500,2,2.448731240427675,0.8762855047985714,-1.5724457356291037,0.06584321048674842,0.0012681164854307487,-0.06457509400131767
eta_0.8,500,3,2.3981480481825486,0.851204085454488,-1.5469439627280606,0.06787171122633251,0.0016932709076986157,-0.06617844031863389
eta_0.8,500,4,2.4191282975027932,0.837681262947541,-1.5814470345552523,0.06518870717532428,0.0010256099234010178,-0.06416309725192326
eta_0.8,500,5,2.41143710182899,0.8542202597218534,-1.5572168421071364,0.0666717887330907,0.0012631408144133409,-0.06540864791867736
eta_0.8,500,6,2.419009513158791,0.848500815693982,-1.570508697464809,0.06724560871518466,0.0019651280387881914,-0.06528048067639647
eta_0.8,500,7,2.4275195888455805,0.8526573199708378,-1.5748622688747427,0.06653360867718612,0.002029245632288068,-0.06450436304489805
