model,samples_per_state,repeat,discovered_ari_to_hidden_families,discovered_group_count,discovered_min_group_size,discovered_max_group_size,discovered_population_closure_tv,hidden_population_closure_tv,discovered_heldout_closure_tv,hidden_heldout_closure_tv,random_median_heldout_closure_tv,random_best_heldout_closure_tv,discovered_heldout_macro_log_loss,hidden_heldout_macro_log_loss,random_median_heldout_macro_log_loss
eta_0.2,5000,3,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012283682731191403,0.012283682731191403,0.14187031729102786,0.12115489434742034,1.4914641788305023,1.4914641788305023,2.01249019543281
eta_0.2,5000,4,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.013475634915344625,0.013475634915344625,0.1427274041238946,0.1178395825001111,1.486684480350267,1.486684480350267,2.0134459934407856
eta_0.2,5000,5,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012175084988668178,0.012175084988668178,0.14617174348975692,0.11658580744789583,1.4877383564969695,1.4877383564969695,2.008694043990895
eta_0.2,5000,6,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012995524485624138,0.012995524485624138,0.14377627788517086,0.10852091998844597,1.488111633866443,1.488111633866443,2.0110292262216904
eta_0.2,5000,7,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012188918144247426,0.012188918144247426,0.14673856874638938,0.1233900141092299,1.4870399359379638,1.4870399359379638,2.014361684122898
eta_0.2,5000,8,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012686079078345111,0.012686079078345111,0.14142729497178153,0.11692711916188953,1.4883439640368292,1.4883439640368292,2.0138395730733993
eta_0.2,5000,9,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012792258809936447,0.012792258809936445,0.14382137020619473,0.11952865506821314,1.4874115380023964,1.4874115380023964,2.0107513617393447
eta_0.2,5000,10,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012536510687463894,0.012536510687463894,0.1472324678931698,0.12120273019153001,1.4859408021999445,1.4859408021999445,2.010884012101627
eta_0.2,5000,11,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012251473136915075,0.012251473136915075,0.14495937486112964,0.11262578156245835,1.4882252682707984,1.4882252682707984,2.010048265091763
eta_0.2,5000,12,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012388100475492157,0.012388100475492157,0.1438684564280318,0.12333618517530996,1.4875623170687533,1.487562317068753,2.014725328632176
eta_0.2,5000,13,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012966510020886108,0.012966510020886108,0.14693394741812205,0.12657754577167488,1.4868547189125656,1.4868547189125656,2.0080129673570744
eta_0.2,5000,14,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012452028618406441,0.012452028618406441,0.1462843590299071,0.1249897558103364,1.4850919053036844,1.4850919053036844,2.007614200757684
eta_0.2,5000,15,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.01348967804292761,0.01348967804292761,0.14549683431098076,0.1157764592498778,1.4893093943662006,1.4893093943662006,2.0098132247333487
eta_0.2,5000,16,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.01239198106919077,0.01239198106919077,0.14508435180864776,0.1243968120917211,1.4860415487460128,1.4860415487460128,2.0126025649661976
eta_0.2,5000,17,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.013346872639203658,0.013346872639203658,0.1490173085255299,0.11897072334799803,1.4879774365681544,1.4879774365681546,2.0063124393737013
eta_0.2,5000,18,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.013226448140247966,0.013226448140247966,0.14542519691818867,0.1245346009420966,1.4896278493867043,1.4896278493867043,2.006809916076385
eta_0.2,5000,19,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012794395191752206,0.012794395191752206,0.1461570871106075,0.11939889459183219,1.487458558288007,1.487458558288007,2.0111850063495518
eta_0.2,5000,20,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012712841065635699,0.012712841065635699,0.14168652346353822,0.11886329544949563,1.4878000523721546,1.4878000523721544,2.0132357908627343
eta_0.2,5000,21,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012361388481535798,0.012361388481535798,0.14499286067413233,0.1197968315335733,1.4883594170398813,1.4883594170398813,2.0081287847144758
eta_0.2,5000,22,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.013610202528551751,0.013610202528551751,0.14477745161756211,0.11826015031329155,1.487449024049743,1.487449024049743,2.0077622336869796
eta_0.2,5000,23,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012273651846420472,0.012273651846420472,0.14210748955694794,0.12177789516953293,1.4913256100572876,1.4913256100572876,2.0097235722027658
eta_0.2,5000,24,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012498048593520864,0.012498048593520864,0.1453286950628805,0.12090660689685821,1.4853189148153056,1.4853189148153056,2.011292925154449
eta_0.2,5000,25,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.01429290650135537,0.01429290650135537,0.14348831322490335,0.1145214788028263,1.4882759791424307,1.4882759791424307,2.011172780310689
eta_0.2,5000,26,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.013414411967293241,0.013414411967293241,0.1499163317113274,0.11772158323334665,1.4887407491601206,1.4887407491601206,2.0093993344122234
eta_0.2,5000,27,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.013414630827000845,0.013414630827000845,0.14259521313824824,0.12549045460605254,1.4846192826179565,1.4846192826179565,2.010075522735193
eta_0.2,5000,28,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012530511487357251,0.012530511487357251,0.145604965726792,0.11906211394036352,1.489698651329213,1.489698651329213,2.0152414150235436
eta_0.2,5000,29,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.01336612396124961,0.01336612396124961,0.14031014142558768,0.12239182275696574,1.4891844418244538,1.4891844418244538,2.013851512113252
eta_0.8,100,0,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.0713447151618147,0.0951862582781457,0.198341956401766,0.17590921633554082,0.9420970873022363,1.535631414194247,1.7089137219381116
eta_0.8,100,1,-0.12841987716359576,8,3,8,0.09705473676245742,5.941427905220564e-17,0.07981555353713886,0.09292425496688743,0.1982795253863135,0.1865383554083885,0.9250361120201792,1.5069426376995658,1.7023910391657624
eta_0.8,100,2,-0.1279297786908208,8,3,8,0.1169245413130721,5.941427905220564e-17,0.07998004488767155,0.08763176048565124,0.19726372792494482,0.18651628035320092,0.9141392284607422,1.4986564738714936,1.684800327010161
eta_0.8,100,3,-0.1279297786908208,8,3,8,0.09029865027771442,5.941427905220564e-17,0.07250633780834037,0.08926600441501105,0.19187844922737307,0.17348923841059605,0.9294228629354533,1.49255103369776,1.6857772698041231
eta_0.8,100,4,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.07244795514999262,0.08813672737306844,0.19395143487858724,0.1812541390728477,0.9256558201344649,1.5045722157756989,1.690817153662541
eta_0.8,100,5,-0.1279297786908208,8,3,8,0.11779470685135368,5.941427905220564e-17,0.08262059715000603,0.09171702538631347,0.20292770419426048,0.18135830573951436,0.9235243066629875,1.499526290495442,1.7000301336332844
eta_0.8,100,6,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.06698715580513273,0.09363065673289184,0.19082367549668872,0.1763148454746137,0.9223144325969607,1.4804770733482444,1.6666366356931355
eta_0.8,100,7,-0.12743628185907047,8,4,8,0.1250766110138611,5.941427905220564e-17,0.07757082984417846,0.09527248896247242,0.1930380794701987,0.17899075607064022,0.9328578975410055,1.4726052676817714,1.6775427711640314
eta_0.8,100,8,-0.1279297786908208,8,3,8,0.10323797101825057,5.941427905220564e-17,0.07399905382329276,0.0879739238410596,0.19754518487858722,0.18559395695364236,0.9098452503971182,1.500447052090774,1.6899821117168154
eta_0.8,100,9,-0.1279297786908208,8,3,8,0.10323797101825057,5.941427905220564e-17,0.07667059782039391,0.09843750000000001,0.19742791114790284,0.18277938741721855,0.9439882452820784,1.5092426981658704,1.7095023662352182
eta_0.8,100,10,-0.1279297786908208,8,3,8,0.09029865027771436,5.941427905220564e-17,0.07497312646978656,0.09453228476821195,0.19240066225165564,0.18041942604856512,0.9034098491268306,1.469597845542118,1.6620906074879371
eta_0.8,100,11,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.07427811437860204,0.09453297461368655,0.1976766004415011,0.18302497240618099,0.9574435515946941,1.5210533520368865,1.7198092021205014
eta_0.8,100,12,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.07520654257589938,0.0907105408388521,0.19780077262693158,0.18110582229580574,0.9385712528600135,1.4776680397988537,1.6812380845484052
eta_0.8,100,13,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.07098497816199531,0.08572709713024285,0.19345405629139073,0.17575676048565123,0.8993337892185299,1.4911311091085695,1.6748830807425592
eta_0.8,100,14,-0.1279297786908208,8,3,8,0.0902986502777144,5.941427905220564e-17,0.07092049281653327,0.09179911699779249,0.19722889072847682,0.17509864790286978,0.9201058130491174,1.5048362750146558,1.6982739054670446
eta_0.8,100,15,-0.12743628185907047,8,4,8,0.02021768865708784,5.941427905220564e-17,0.0799841140830501,0.09928049116997793,0.20144902041942606,0.18380725717439295,0.9423325141009724,1.4861031290082714,1.69644261384146
eta_0.8,100,16,-0.1279297786908208,8,3,8,0.1032379710182505,5.941427905220564e-17,0.07071144147500026,0.08618101545253865,0.19276524558498898,0.17699641280353204,0.9204528241869654,1.5092079870748982,1.6921398661052849
eta_0.8,100,17,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.07469914248887576,0.08969577814569536,0.19882450331125828,0.18451779801324505,0.9307830747360577,1.488704400653869,1.686045184762676
eta_0.8,100,18,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.07019029748124067,0.08082988410596027,0.19465093818984547,0.1805994757174393,0.9113897163722748,1.4644472620515632,1.6679035934179518
eta_0.8,100,19,-0.1279297786908208,8,3,8,0.10323797101825057,5.941427905220564e-17,0.0778566893229484,0.09583540286975718,0.19125931291390727,0.17500206953642383,0.9234434069066426,1.4927194246059114,1.667601601396338
eta_0.8,100,20,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.07386906227936225,0.09180601545253864,0.1895557395143488,0.17104649558498897,0.9096567162505861,1.4857579789267628,1.6620770382369532
eta_0.8,100,21,-0.12939001848428835,8,2,8,0.116591783520124,5.941427905220564e-17,0.07933794411810983,0.09416045805739515,0.1962862168874172,0.17805532560706402,0.9111169049529085,1.5242608189636158,1.7090941153403785
eta_0.8,100,22,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.07415780010836905,0.09079608167770421,0.19772109547461372,0.1768384381898455,0.911959246423728,1.5204676195747155,1.683218928955824
eta_0.8,100,23,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.07859750340705711,0.087782146799117,0.20136382450331128,0.17752828366445916,0.927691441295509,1.4922716713901114,1.6923893137362247
eta_0.8,100,24,-0.1279297786908208,8,3,8,0.10323797101825066,5.941427905220564e-17,0.0748039541965269,0.09836161699779251,0.19506070640176604,0.17975924392935982,0.9138752285367431,1.4710220987424523,1.6703300086902633
eta_0.8,100,25,-0.12939001848428835,8,2,8,0.07630127417977293,5.941427905220564e-17,0.07892156873738905,0.08456539735099339,0.19436775662251654,0.18019246688741722,0.9341186012666175,1.5127936313081918,1.704744401767229
eta_0.8,100,26,-0.11147176110544375,8,3,8,0.27358123947099644,5.941427905220564e-17,0.09198734328827789,0.0896302428256071,0.19415838852097128,0.18059809602649005,0.9603054770437204,1.4941894470233672,1.6775495004580914
eta_0.8,100,27,-0.1279297786908208,8,3,8,0.10323797101825057,5.941427905220564e-17,0.08088399433644268,0.0889914459161148,0.1953083609271523,0.17598165011037525,0.956489886223116,1.5177413114530476,1.7113644974727242
eta_0.8,100,28,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.06649348143769601,0.097439293598234,0.19664217715231785,0.18366790838852096,0.9201224915642934,1.4925427109413076,1.6862744975344177
eta_0.8,100,29,-0.1279297786908208,8,3,8,0.10323797101825055,5.941427905220564e-17,0.0807802605187809,0.09337955298013245,0.203624103200883,0.184969646799117,0.9319722257411857,1.4980516415579224,1.7058091123976902
eta_0.8,500,0,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.03934923443156976,0.04068145250776743,0.1769569185530404,0.15808621837549933,0.9214285277985682,1.4857846894166826,1.6800862628662474
eta_0.8,500,1,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.03587873316802958,0.0411764869063471,0.17568343597425656,0.15661665002219263,0.9230461345099912,1.491199497719525,1.682748605885504
eta_0.8,500,2,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.043844787115745194,0.0410858577452286,0.1720015950954283,0.15816239458499778,0.9126659324689975,1.4877224808188754,1.666355654709958
eta_0.8,500,3,-0.12743628185907047,8,4,8,0.02021768865708784,5.941427905220564e-17,0.03967774412048364,0.04172270306258322,0.17587036728806038,0.1658640701287173,0.9299080885949096,1.4942076023440374,1.6833655623773622
eta_0.8,500,4,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.041028557520324,0.0378265368397692,0.17564249056813142,0.15590049378606305,0.912283564248909,1.487471922705862,1.6781687798427
eta_0.8,500,5,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.041555042886255465,0.042155071016422546,0.17732800710164226,0.16235286284953396,0.9203595896699207,1.496793001890672,1.688575910978773
eta_0.8,500,6,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.0397217083066634,0.04324373058144696,0.175704824123391,0.158600477141589,0.9253807227987884,1.49997620441864,1.689184143228247
eta_0.8,500,7,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.036729551511362896,0.04057989347536619,0.1775253412117177,0.16759895139813583,0.9204166860707365,1.4844246376444152,1.6780818713123216
eta_0.8,500,8,-0.12743628185907047,8,4,8,0.02021768865708784,5.941427905220564e-17,0.0361116199585511,0.04079871282734133,0.17560233577452283,0.15806641145139813,0.919777990376943,1.4934083564494443,1.6832682915778285
eta_0.8,500,9,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.042394784274275295,0.043139785841100765,0.17420741788726143,0.15758915889924544,0.9281278076003731,1.4927416936338362,1.6797971850344324
eta_0.8,500,10,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.0396962263867204,0.041127801819795834,0.17541962106080783,0.1632895583666223,0.9351479934694372,1.4874073553412193,1.6868289769399478
eta_0.8,500,11,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.041101877164751416,0.04229452396804261,0.17745132878384373,0.15613684531735464,0.9194886644895937,1.4973396545481137,1.6782335045589813
eta_0.8,500,12,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.040156811086451805,0.041413282290279636,0.17508947791833113,0.15496623945849977,0.9240178917383818,1.4956163042201462,1.6855276520777651
eta_0.8,500,13,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.03907495141252626,0.04102452285841101,0.17408774411895253,0.1587180703506436,0.9358238634093334,1.4820362900577346,1.6781111126515795
eta_0.8,500,14,-0.12743628185907047,8,4,8,0.1250766110138611,5.941427905220564e-17,0.04736432575242456,0.04316661118508656,0.1753945156458056,0.1505214436307146,0.9417316072902832,1.5008597648280582,1.6883442852776054
eta_0.8,500,15,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.03992748124297525,0.04313334997780738,0.17788341932978252,0.16200477141588995,0.9129821460102774,1.497603283387363,1.672259928373546
eta_0.8,500,16,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.0452244978491236,0.04147433976919663,0.17728106968486462,0.15203007101642255,0.9246947673959957,1.491832403398493,1.686976873156361
eta_0.8,500,17,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.03794285392750962,0.04340615290723481,0.17665731802041723,0.15606311029738126,0.9172998073858241,1.4838628450604132,1.6731361310271526
eta_0.8,500,18,-0.1279297786908208,8,3,8,0.10323797101825061,5.941427905220564e-17,0.04600253739475541,0.0411852807367954,0.18034645472703062,0.15922794607190413,0.920111553128979,1.4897707184694093,1.6840532497880272
eta_0.8,500,19,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.03731918767360384,0.03980237461162895,0.17638924489569466,0.15703073679538393,0.9286266650454393,1.4868114187543133,1.6819175686636978
eta_0.8,500,20,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.03779405690782937,0.03949966711051932,0.1727225504882379,0.16105512094984464,0.9332895556211696,1.4953622521016126,1.6807942384613797
eta_0.8,500,21,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.0369683136640472,0.0411046105193076,0.1754261956280515,0.1609261540168664,0.9169337381891026,1.4928336074190827,1.6812420137660444
eta_0.8,500,22,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.036397240400982925,0.03891927430093211,0.17491507157123837,0.16110042166000887,0.9210889542151717,1.4810925954438525,1.6818459997116426
eta_0.8,500,23,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.036719977377911515,0.04293600199733689,0.17484834110075456,0.16193394917887263,0.9216243512901052,1.4866272591408816,1.6766790834574459
eta_0.8,500,24,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.04380781830445005,0.039929455170883275,0.1747700982023968,0.15787733022636483,0.9289157738525361,1.4869472889317186,1.6819698880350689
eta_0.8,500,25,-0.12939001848428835,8,2,8,0.07630127417977293,5.941427905220564e-17,0.04510986427036795,0.04020630825565913,0.17565796992898358,0.1618693131380382,0.9267794797710582,1.4870631354207562,1.6952565519161271
eta_0.8,500,26,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.037076979117024025,0.04081003106968488,0.1744734520639148,0.15772997114957835,0.9270661655481984,1.479727664381644,1.6806714009727481
eta_0.8,500,27,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.03468721747314562,0.04112017310252997,0.1736896083000444,0.15959967265867733,0.9197464695410286,1.4910110051441077,1.677618646139388
eta_0.8,500,28,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.04141630055739338,0.03932270861074124,0.1758509071238349,0.1614470705725699,0.9248125057563447,1.499018172694239,1.6895600850224577
eta_0.8,500,29,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.035328497060158746,0.04371163448735021,0.1756573041500222,0.1549840490457168,0.915488778065326,1.4831364753205383,1.6713766725353514
eta_0.8,5000,0,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.021417727265549122,0.012896719326312048,0.1728850939319202,0.1514223720170644,0.9199647600967359,1.4883496820938318,1.6768367241221949
eta_0.8,5000,1,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.02064983144648608,0.012810997978047365,0.16954791611118517,0.1558163178242901,0.9221301940866288,1.4904128261207712,1.6816796348512169
eta_0.8,5000,2,-0.12743628185907047,8,4,8,0.02021768865708784,5.941427905220564e-17,0.021721979252284734,0.012281072523663505,0.17121151513131583,0.14762669810691909,0.9208963221541969,1.4871949324552236,1.6838163846714087
eta_0.8,5000,3,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.021076035253403264,0.012454179998222457,0.17031455055992534,0.15142285639692485,0.9180728098748046,1.4875560982171572,1.6739206052339008
eta_0.8,5000,4,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.026206165272794846,0.01262297360351953,0.17200336816202283,0.1501798726836422,0.9292946009341756,1.490534328963062,1.6851960571659146
eta_0.8,5000,5,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.025341153629671362,0.012744872350353285,0.17121979013909255,0.15622772130382614,0.9243450869873785,1.4887917439297127,1.6787893876164726
eta_0.8,5000,6,-0.12743628185907047,8,4,8,0.02021768865708784,5.941427905220564e-17,0.020902017967819292,0.012541370595031784,0.16996377371905969,0.1530154829356086,0.920444556101751,1.486908383563401,1.6797824061562128
eta_0.8,5000,7,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.02185749617341472,0.012840638470426172,0.17016772347020395,0.15276130904768256,0.9173229771449963,1.4847672772435103,1.6798243339913643
eta_0.8,5000,8,-0.12743628185907047,8,4,8,0.02021768865708784,5.941427905220564e-17,0.021103474290809932,0.012941653890592356,0.16981569540727903,0.14965983313335998,0.9255318081951748,1.489679285410181,1.6867843173868446
eta_0.8,5000,9,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.02129597596062563,0.012846934297649203,0.16914711621783762,0.15542122439230324,0.9211818144332228,1.486972131583453,1.6780341159692291
eta_0.8,5000,10,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.021127107453721743,0.012346885415277967,0.17166830450384396,0.15844065402390792,0.923398703756331,1.4869121512768058,1.6844593067459006
eta_0.8,5000,11,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.021512392365292565,0.013468780273741281,0.17271825839888016,0.15059311536239614,0.922280442757743,1.48909264459228,1.6801782515205805
eta_0.8,5000,12,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.02560002143023717,0.012794770697240368,0.16973411378482872,0.1563569918455317,0.9244505715362645,1.4863271929084212,1.6814844422775894
eta_0.8,5000,13,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.021305275614626768,0.012847052059725366,0.1703667113829267,0.15349571390481268,0.9235070751445723,1.4870613028640347,1.6784958376083274
eta_0.8,5000,14,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.021089619644397622,0.012092548215793452,0.17056294021908192,0.1563359063236013,0.9230746460230147,1.4873333586665778,1.6749922722843678
eta_0.8,5000,15,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.020146353739617703,0.012239620272852506,0.1714012653868373,0.15202366573345774,0.9224055885747198,1.4882898128062536,1.6847691264792282
eta_0.8,5000,16,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.020450230596899655,0.01178694118561971,0.17248458066702216,0.15344237379460515,0.9254962736690052,1.4874028292438246,1.6812004292656637
eta_0.8,5000,17,-0.12743628185907047,8,4,8,0.02021768865708784,5.941427905220564e-17,0.02153911263051193,0.012304891570012888,0.16952210288628183,0.15697403179576055,0.922532893193032,1.484690436551687,1.67642506357157
eta_0.8,5000,18,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.025450275410954532,0.013188936475136642,0.16989792083277783,0.1548491789983558,0.9231119656805041,1.4874165868794675,1.6805151585666906
eta_0.8,5000,19,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.02197679943163454,0.013063796493800831,0.16783686786206287,0.1556244284095454,0.9217574733742067,1.484815784220983,1.6808216303206085
eta_0.8,5000,20,-0.12743628185907047,8,4,8,0.02021768865708784,5.941427905220564e-17,0.021615402495360005,0.012535125316624457,0.16880387531662444,0.15378401990845667,0.9196240077033903,1.486639974036479,1.6770961896670917
eta_0.8,5000,21,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.021191510077813117,0.014770072879171656,0.17107429648269123,0.15663393547526996,0.9208405632216939,1.489972391607733,1.6827805476341955
eta_0.8,5000,22,-0.12743628185907047,8,4,8,0.02021768865708784,5.941427905220564e-17,0.021163880449254283,0.012964755810336402,0.17072524135670797,0.15662409678709507,0.9213135282850967,1.4888611323977041,1.681007343295774
eta_0.8,5000,23,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.021286330457719414,0.013186106852419674,0.17138658123361333,0.14946024696707108,0.9239364721885986,1.4900129361825631,1.6816594647356786
eta_0.8,5000,24,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.02062949929912027,0.013251350375505483,0.1713798854597165,0.14922200984313203,0.9235071510605645,1.4910100007701017,1.683909271069581
eta_0.8,5000,25,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.022009072283633465,0.012296300493267557,0.1691957527885171,0.1522022819179665,0.9259262766557673,1.4886138532084958,1.679050988825629
eta_0.8,5000,26,-0.12743628185907047,8,4,8,0.020217688657087833,5.941427905220564e-17,0.021092025646715473,0.013564621939296978,0.17042471031640224,0.14596315824556727,0.9171946893337566,1.4836144096022845,1.6764646591957462
eta_0.8,5000,27,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.026598509696287586,0.013037345576145401,0.17117290694574058,0.15579349808914367,0.9239268348251534,1.4885968302293662,1.6798557177632276
eta_0.8,5000,28,-0.12743628185907047,8,4,8,0.020217688657087837,5.941427905220564e-17,0.0266595802429855,0.01272833955472604,0.17080030829222773,0.15361900191085634,0.9243495807904941,1.4895354414168924,1.6839271260264015
eta_0.8,5000,29,-0.12743628185907047,8,4,8,0.03639183958275806,5.941427905220564e-17,0.026514919166451673,0.012637781073634634,0.16932444340754568,0.15238925087766075,0.9258247759061723,1.4898309455009657,1.6851677686152344
isospectral_broken_8partition,100,0,1.0,8,6,6,0.005079165887234451,0.005079165887234451,0.08773730684326712,0.08773730684326712,0.19521626655629137,0.17567259933774834,1.507163045691791,1.507163045691791,2.055342767450149
isospectral_broken_8partition,100,1,1.0,8,6,6,0.005079165887234451,0.005079165887234451,0.084183912803532,0.084183912803532,0.19526800496688743,0.16673220198675498,1.4948369464217388,1.4948369464217388,2.057359132826461
isospectral_broken_8partition,100,2,1.0,8,6,6,0.005079165887234451,0.005079165887234451,0.08763176048565123,0.0876317604856512,0.19266625275938193,0.1736534216335541,1.4840554108146458,1.4840554108146458,2.0541765749540706
isospectral_broken_8partition,100,3,1.0,8,6,6,0.005079165887234451,0.005079165887234451,0.09071812913907285,0.09071812913907285,0.19558912803532008,0.1766528697571744,1.4985354241897604,1.4985354241897604,2.052336669332048
isospectral_broken_8partition,100,4,1.0,8,6,6,0.005079165887234451,0.005079165887234451,0.09161354856512142,0.09161354856512142,0.19554152869757174,0.17729373620309052,1.4844371644020946,1.4844371644020946,2.0532174428961243
isospectral_broken_8partition,100,5,1.0,8,6,6,0.005079165887234451,0.005079165887234451,0.07865756070640177,0.07865756070640177,0.19528490618101546,0.17353614790286975,1.484457368040513,1.4844573680405133,2.0501105867423215
isospectral_broken_8partition,100,6,1.0,8,6,6,0.005079165887234451,0.005079165887234451,0.09241445916114792,0.09241445916114792,0.20112168874172184,0.17661768763796912,1.4913015424585974,1.4913015424585976,2.0513960291972553
isospectral_broken_8partition,100,7,1.0,8,6,6,0.005079165887234451,0.005079165887234451,0.08828366445916114,0.08828366445916115,0.19853131898454746,0.16814155629139074,1.4839677666651188,1.4839677666651188,2.051580954393711
isospectral_broken_8partition,100,8,1.0,8,6,6,0.005079165887234451,0.005079165887234451,0.09439017660044151,0.09439017660044151,0.19272488962472406,0.17099889624724063,1.4816327132401776,1.4816327132401776,2.052385961220436
