model,samples_per_state,repeat,discovered_ari_to_hidden_families,discovered_group_count,discovered_min_group_size,discovered_max_group_size,discovered_population_closure_tv,hidden_population_closure_tv,discovered_heldout_closure_tv,hidden_heldout_closure_tv,random_median_heldout_closure_tv,random_best_heldout_closure_tv,discovered_heldout_macro_log_loss,hidden_heldout_macro_log_loss,random_median_heldout_macro_log_loss
eta_0.02,100,25,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.08858236754966888,0.08858236754966888,0.1970315949227373,0.1634023178807947,1.482497069308564,1.482497069308564,2.0552665097503002
eta_0.02,100,26,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.0905539459161148,0.0905539459161148,0.20118342991169977,0.17293943156732894,1.4684259599705718,1.4684259599705718,2.0450467633137155
eta_0.02,100,27,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.09059395695364238,0.0905939569536424,0.19463334713024283,0.1675986479028698,1.4825988666791416,1.4825988666791416,2.05290249801301
eta_0.02,100,28,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.08696192052980134,0.08696192052980134,0.2001352097130243,0.1797923565121413,1.484970323962527,1.484970323962527,2.0556967964426773
eta_0.02,100,29,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.08887072295805741,0.08887072295805741,0.1924510209713024,0.172317880794702,1.508689869739239,1.508689869739239,2.0569776314407306
eta_0.02,500,0,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.04009104527296937,0.04009104527296937,0.1666679843541944,0.14884659343098092,1.4880025394302017,1.4880025394302017,2.0455677841307662
eta_0.02,500,1,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.04189918996893031,0.04189918996893031,0.16829313692853973,0.13807423435419441,1.4938320398497336,1.4938320398497336,2.0487471736404608
eta_0.02,500,2,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.0422299988903684,0.0422299988903684,0.17235827230359518,0.14487572126054152,1.4827767829184808,1.4827767829184804,2.04906273660629
eta_0.02,500,3,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.03693458721704395,0.03693458721704395,0.17126339880159785,0.14636010319573903,1.492052195073619,1.492052195073619,2.04993955460597
eta_0.02,500,4,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.040808671770972034,0.040808671770972034,0.17283097536617842,0.14580320683533068,1.4784664831879073,1.4784664831879073,2.0512284760926285
eta_0.02,500,5,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.03856372059476254,0.03856372059476254,0.1652282789613848,0.13635305703506437,1.4796974500138256,1.4796974500138256,2.051033928925187
eta_0.02,500,6,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.03949697625388371,0.03949697625388371,0.17027460608078115,0.14343974700399467,1.481370471477208,1.4813704714772078,2.048726535357549
eta_0.02,500,7,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.04149411895250777,0.04149411895250777,0.1692050044385264,0.1327053373280071,1.4881018326210516,1.4881018326210516,2.046123504276471
eta_0.02,500,8,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.03852166555703507,0.03852166555703507,0.1690165057700843,0.1389367232578784,1.4859542503166296,1.4859542503166296,2.0513375536764196
eta_0.02,500,9,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.04270045494895695,0.04270045494895695,0.17213183810474922,0.150932201509099,1.486292790470793,1.486292790470793,2.0437012793315383
eta_0.02,500,10,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.0401280237461163,0.0401280237461163,0.17079455170883268,0.1327071127385708,1.4868611805627903,1.4868611805627903,2.0483895631302413
eta_0.02,500,11,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.041180703506435865,0.041180703506435865,0.16453152740790059,0.1388520583666223,1.4950635065040854,1.4950635065040858,2.051825762487991
eta_0.02,500,12,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.042468985796715486,0.04246898579671549,0.16608743897026187,0.1285541222814026,1.494200978479756,1.494200978479756,2.0465093036866535
eta_0.02,500,13,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.03967107745228584,0.03967107745228584,0.16938588826009765,0.1447031735463826,1.4941124847173846,1.4941124847173846,2.045111123373103
eta_0.02,500,14,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.039276326009764766,0.039276326009764766,0.1673330697958278,0.141349034620506,1.4962858191154222,1.4962858191154222,2.0498333867820135
eta_0.02,500,15,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.04346257767421217,0.04346257767421217,0.17044550321793167,0.14436259986684422,1.4945299114882724,1.4945299114882724,2.048932260985235
eta_0.02,500,16,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.03677699178872614,0.03677699178872614,0.1710600449400799,0.14799938970261875,1.4819725051480266,1.4819725051480266,2.046310970271805
eta_0.02,500,17,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.03889161673324456,0.03889161673324456,0.16795191134043497,0.14396443630714603,1.4918658564086118,1.4918658564086118,2.049833585707039
eta_0.02,500,18,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.0427599034620506,0.0427599034620506,0.16599338382157125,0.1454920106524634,1.4937889667977402,1.4937889667977402,2.0500358190972627
eta_0.02,500,19,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.039308227918331114,0.039308227918331114,0.16885985352862848,0.14438592987128274,1.488633393742965,1.488633393742965,2.048199858568455
eta_0.02,500,20,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.04103051486906347,0.04103051486906347,0.1708588409897914,0.14011121282734132,1.482904837850081,1.4829048378500809,2.0490078753645644
eta_0.02,500,21,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.04287361296049711,0.04287361296049711,0.17022714158899244,0.14186889702618732,1.4871609661737846,1.4871609661737846,2.046732641786548
eta_0.02,500,22,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.03750241344873503,0.03750241344873503,0.16886194795827786,0.1369819684864625,1.498231661221736,1.498231661221736,2.048710778201908
eta_0.02,500,23,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.041973979138925865,0.041973979138925865,0.16913207390146473,0.14227244229915667,1.486113165153228,1.486113165153228,2.0506206165435934
eta_0.02,500,24,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.041766422547714156,0.041766422547714156,0.16478799101198402,0.14335422214824678,1.4959152533341278,1.4959152533341278,2.048717182059731
eta_0.02,500,25,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.036771637816245005,0.036771637816245005,0.16965158954727033,0.1430291833111407,1.499362932152763,1.499362932152763,2.0505751575590923
eta_0.02,500,26,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.04232193186861962,0.04232193186861962,0.17145633599644922,0.14043070350643586,1.4893993900933695,1.4893993900933695,2.050971450023333
eta_0.02,500,27,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.04032612072791833,0.04032612072791833,0.16780202785175322,0.13745037172658678,1.4825455735307151,1.4825455735307151,2.051941570031282
eta_0.02,500,28,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.0407027851753218,0.0407027851753218,0.17035993675099867,0.14101564580559256,1.4882884958127227,1.4882884958127227,2.050922248887555
eta_0.02,500,29,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.04037408455392808,0.04037408455392808,0.1678162172658677,0.14875915446071905,1.493613137625576,1.493613137625576,2.0496074410314185
eta_0.02,5000,0,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.014268004266097848,0.014268004266097848,0.16205498627960718,0.1376965276851975,1.4894064877929356,1.4894064877929356,2.0477427891306643
eta_0.02,5000,1,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012485806892414344,0.012485806892414344,0.16211304076123184,0.13575033551082077,1.4840704534379305,1.4840704534379305,2.0471575518716616
eta_0.02,5000,2,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012878968915255746,0.012878968915255744,0.1613494581278052,0.12997403846153846,1.4902807834355376,1.4902807834355376,2.048365150647361
eta_0.02,5000,3,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012291080633693286,0.012291080633693286,0.15878154023907926,0.12609586166288939,1.4890039125480974,1.4890039125480974,2.049827931375419
eta_0.02,5000,4,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.013087422788072692,0.013087422788072692,0.16248779829356086,0.13011891858863264,1.4880476305810666,1.4880476305810666,2.049464880464516
eta_0.02,5000,5,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.013484941452250808,0.013484941452250807,0.1629477969604053,0.13770572979158335,1.4887470786353243,1.4887470786353245,2.0453602520142606
eta_0.02,5000,6,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.013903727836288493,0.013903727836288493,0.16031383787717193,0.13578154301648668,1.4934582542218522,1.4934582542218522,2.0476680618785275
eta_0.02,5000,7,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012980718681953524,0.012980718681953524,0.15938538917033285,0.13247663589299205,1.4903609031552036,1.4903609031552036,2.0520327380387493
eta_0.02,5000,8,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.013211239612496114,0.013211239612496114,0.16158755638137137,0.12688182131271386,1.4857303331808045,1.4857303331808047,2.0478139478216737
eta_0.02,5000,9,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012977729636048532,0.012977729636048532,0.16342032756743546,0.13114651213171577,1.4861150069771725,1.4861150069771725,2.04704316213234
eta_0.02,5000,10,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012995998866817756,0.012995998866817756,0.16412840593476427,0.13980872605874772,1.4865855074232885,1.4865855074232885,2.049994016813918
eta_0.02,5000,11,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.013375913211571786,0.013375913211571786,0.16053836710660802,0.1375902701861974,1.485093366107469,1.485093366107469,2.0477707841088066
eta_0.02,5000,12,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.013778706172510329,0.013778706172510329,0.15961125683242233,0.13713081533573301,1.4869594039265857,1.4869594039265857,2.0464408181576896
eta_0.02,5000,13,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.013055857552326355,0.013055857552326355,0.1624511742878727,0.13108491367817623,1.487856399437467,1.4878563994374672,2.0499721624711675
eta_0.02,5000,14,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012122868062036175,0.012122868062036177,0.16278921727103052,0.1404021674887793,1.4873781830077064,1.4873781830077064,2.04764445113352
eta_0.02,5000,15,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.013095448940141316,0.013095448940141316,0.160119472959161,0.13337253643958583,1.4875539698682914,1.4875539698682914,2.046448050524601
eta_0.02,5000,16,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012479842132160161,0.012479842132160161,0.16116140209083232,0.13307687197262585,1.4891348216819182,1.4891348216819182,2.0512013870440065
eta_0.02,5000,17,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.013309313758165575,0.013309313758165575,0.16183480869217437,0.13233242623205796,1.488445256249497,1.488445256249497,2.0490812904300446
eta_0.02,5000,18,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012687440563480432,0.012687440563480432,0.16428081505799227,0.13825683464426966,1.485356770932717,1.485356770932717,2.048187874637544
eta_0.02,5000,19,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.01268275452161934,0.01268275452161934,0.16243810269741812,0.1403502371905968,1.485117599991571,1.485117599991571,2.0473183437499247
eta_0.02,5000,20,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012241000644358535,0.012241000644358535,0.16487179292760967,0.1265923904590499,1.488911434018278,1.488911434018278,2.045725641098117
eta_0.02,5000,21,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.013004484957561221,0.01300448495756122,0.15926594815135758,0.12226858030040438,1.4859798205406927,1.4859798205406924,2.0482365144238575
eta_0.02,5000,22,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012970160089765809,0.012970160089765807,0.16355213693729725,0.13524976891969961,1.4855208811014726,1.4855208811014726,2.046601949765407
eta_0.02,5000,23,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012257489556947962,0.012257489556947962,0.1643909153779496,0.13124194440741235,1.48827126103995,1.48827126103995,2.0489984538148787
eta_0.02,5000,24,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.013184365973425774,0.013184365973425774,0.15934887015064658,0.12722554714926898,1.4870761456467856,1.4870761456467856,2.052035819637015
eta_0.02,5000,25,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012160128649513408,0.012160128649513408,0.16364303565080213,0.13452857563435985,1.4886090200296476,1.4886090200296471,2.0459904376710862
eta_0.02,5000,26,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.01186928742834289,0.01186928742834289,0.16357123411322932,0.12414752199706706,1.4864291150606,1.4864291150606,2.0496593423057776
eta_0.02,5000,27,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.011877860729680487,0.011877860729680487,0.1628315819001911,0.13751942407678974,1.48752780634615,1.48752780634615,2.048871656365174
eta_0.02,5000,28,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.012311365151313154,0.012311365151313154,0.16204388775940987,0.1389829506065858,1.4881090507278087,1.4881090507278087,2.045021670434989
eta_0.02,5000,29,1.0,8,6,6,4.5102810375396984e-17,4.5102810375396984e-17,0.011531815202417459,0.011531815202417459,0.16084053403990578,0.1411018436430698,1.4910199199958456,1.4910199199958456,2.0470894113586025
eta_0.2,100,0,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08484547461368654,0.08484547461368654,0.18014141832229583,0.15720405629139075,1.4968307626323296,1.4968307626323296,2.0118967336274802
eta_0.2,100,1,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08909975165562915,0.08909975165562915,0.1777662803532009,0.15433016004415012,1.5135562344496831,1.5135562344496831,2.0215189263740374
eta_0.2,100,2,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08956194812362032,0.08956194812362032,0.17761382450331126,0.16244964128035322,1.4948837589596697,1.4948837589596697,2.0243559629251564
eta_0.2,100,3,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08908457505518765,0.08908457505518765,0.18111444536423843,0.16169977924944814,1.5132007950016801,1.5132007950016804,2.023779928804026
eta_0.2,100,4,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.09632864238410598,0.09632864238410598,0.17817294426048563,0.15751793598233996,1.5092692453136938,1.5092692453136938,2.020515493527631
eta_0.2,100,5,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08577676600441503,0.08577676600441503,0.18014314293598238,0.15811327262693156,1.5051498431954167,1.5051498431954167,2.0215134433033515
eta_0.2,100,6,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.09194743377483444,0.09194743377483444,0.180690190397351,0.16632174392935983,1.466615303401952,1.466615303401952,2.012377600990086
eta_0.2,100,7,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.09102511037527594,0.09102511037527594,0.1807967715231788,0.15506898454746137,1.4977162097487728,1.4977162097487726,2.021858211905367
eta_0.2,100,8,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08994274282560706,0.08994274282560706,0.17605097958057392,0.15181981236203093,1.5228550717015625,1.5228550717015623,2.019357826802156
eta_0.2,100,9,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.10280491169977925,0.10280491169977925,0.18302255794701988,0.1655987858719647,1.4931341420963835,1.4931341420963835,2.0195345130563958
eta_0.2,100,10,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.0919501931567329,0.0919501931567329,0.17739514348785873,0.16057809050772628,1.5086239361836424,1.5086239361836424,2.015317047605257
eta_0.2,100,11,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.09180808498896248,0.09180808498896248,0.18214921357615893,0.15750275938189848,1.4942495451391324,1.4942495451391324,2.018913190416637
eta_0.2,100,12,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08948399558498898,0.08948399558498898,0.18145453918322296,0.15521730132450332,1.5074097860150526,1.5074097860150526,2.0176949951118486
eta_0.2,100,13,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.0933919701986755,0.0933919701986755,0.18028904525386313,0.1597330298013245,1.4811020546027691,1.4811020546027691,2.02143960254912
eta_0.2,100,14,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.09542011589403974,0.09542011589403974,0.18379208057395147,0.16474613686534215,1.4952905691016816,1.4952905691016816,2.013853099606436
eta_0.2,100,15,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.09164321192052981,0.09164321192052981,0.18623758278145697,0.1647185430463576,1.478568148450348,1.4785681484503477,2.019365591940294
eta_0.2,100,16,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08571812913907285,0.08571812913907285,0.1803218129139073,0.15349406732891832,1.4903089619829253,1.490308961982925,2.0141962279552517
eta_0.2,100,17,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.0897668322295806,0.0897668322295806,0.1796605960264901,0.1598834161147903,1.4856643131738019,1.4856643131738019,2.0114702656038754
eta_0.2,100,18,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.09029732339955852,0.0902973233995585,0.17859650938189847,0.1619460540838852,1.4978685839587875,1.4978685839587877,2.020287078378695
eta_0.2,100,19,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08949365342163355,0.08949365342163355,0.17912562086092715,0.15438258830022075,1.4970035223856688,1.4970035223856688,2.016969273387275
eta_0.2,100,20,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.09162113686534216,0.09162113686534216,0.17978442328918326,0.16043046357615895,1.4860835988486896,1.4860835988486896,2.0135900999911316
eta_0.2,100,21,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08855753311258278,0.08855753311258278,0.18195502207505515,0.15650593267108168,1.4670350180683376,1.4670350180683376,2.010704626760123
eta_0.2,100,22,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.09264417770419427,0.09264417770419427,0.18292046081677704,0.16020074503311257,1.4868068415815814,1.4868068415815814,2.0131723511167428
eta_0.2,100,23,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08793115342163356,0.08793115342163356,0.18416597682119207,0.16065259381898456,1.4894727652120223,1.4894727652120223,2.017478175870064
eta_0.2,100,24,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.09867342715231787,0.09867342715231787,0.17858616169977926,0.15705504966887418,1.532973946853762,1.532973946853762,2.0261451603281504
eta_0.2,100,25,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08267522075055188,0.08267522075055188,0.17916735651214133,0.15792287527593818,1.4914751803049648,1.491475180304965,2.0200353315720188
eta_0.2,100,26,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08351476269315676,0.08351476269315673,0.17864341887417218,0.15797599337748344,1.4885561657218844,1.4885561657218844,2.0140472351142975
eta_0.2,100,27,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08945502207505518,0.08945502207505518,0.17952883554083887,0.15646316225165566,1.480894988460319,1.480894988460319,2.0078117860285847
eta_0.2,100,28,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.08632519315673289,0.08632519315673289,0.18204401214128035,0.1575869205298013,1.498094126739414,1.4980941267394141,2.0139667849534515
eta_0.2,100,29,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.087126793598234,0.08712679359823401,0.18341335540838855,0.16811051324503312,1.4913742178106677,1.4913742178106677,2.015351823338528
eta_0.2,500,0,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.04227757434531736,0.04227757434531736,0.15182182090545937,0.12311268308921437,1.4852299508194124,1.485229950819413,2.012889280011203
eta_0.2,500,1,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.043503134709276525,0.043503134709276525,0.14875080448291167,0.12731127940523745,1.4857751307288072,1.4857751307288074,2.0130293775805512
eta_0.2,500,2,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.036732717487794046,0.036732717487794046,0.1498282151575677,0.12488731691078563,1.4909742360598823,1.4909742360598823,2.012488326799983
eta_0.2,500,3,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.04069548934753662,0.04069548934753662,0.15314121449178875,0.11581188970261873,1.4812686980693548,1.4812686980693552,2.0104697897158843
eta_0.2,500,4,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.04184970039946737,0.04184970039946737,0.15309775854416335,0.13530570350643586,1.48183276517076,1.48183276517076,2.0138706129728217
eta_0.2,500,5,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.040083999112294724,0.040083999112294724,0.14774005492676434,0.12542082778517533,1.4903072666966903,1.4903072666966903,2.014351858729549
eta_0.2,500,6,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.03861135153129162,0.03861135153129162,0.15142236739902354,0.12877535508211274,1.4869911779782858,1.4869911779782858,2.0099321213463455
eta_0.2,500,7,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.04047619840213051,0.04047619840213051,0.148172117731913,0.12469640479360851,1.4819192505283854,1.4819192505283854,2.011538816284088
eta_0.2,500,8,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.039255520417221496,0.03925552041722149,0.15475212217043943,0.13639977252552152,1.487201464959958,1.487201464959958,2.0106770820796465
eta_0.2,500,9,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.042709664891256105,0.042709664891256105,0.1538478833777186,0.13461581779849088,1.482543645310045,1.482543645310045,2.005818054429827
eta_0.2,500,10,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.03932359631602309,0.039323596316023085,0.15148017920550377,0.12777338548601866,1.4926000835575692,1.4926000835575692,2.014036075698639
eta_0.2,500,11,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.042713964713715045,0.042713964713715045,0.15176324622725257,0.1316831169551709,1.4826334340989051,1.4826334340989051,2.0121299058320012
eta_0.2,500,12,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.04247830670217489,0.04247830670217489,0.15109305648024857,0.12260757878384376,1.4963663590280167,1.4963663590280167,2.0158289185819864
eta_0.2,500,13,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.040010929871282734,0.040010929871282734,0.15509209942299157,0.13510388925876607,1.4792844375016432,1.4792844375016432,2.0101288281806333
eta_0.2,500,14,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.038710940967598764,0.038710940967598764,0.1522283205725699,0.13255373391034175,1.4928410659652178,1.4928410659652178,2.010146386742807
eta_0.2,500,15,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.041175682423435424,0.041175682423435424,0.15174714269862405,0.13274189968930317,1.4940664728319535,1.4940664728319535,2.008699899590037
eta_0.2,500,16,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.04120320128717267,0.04120320128717267,0.1517404432978251,0.13306294385264092,1.493434188397184,1.493434188397184,2.013252233712757
eta_0.2,500,17,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.03798199622725256,0.03798199622725256,0.15347538004882377,0.13015903794940079,1.4984726653743474,1.4984726653743474,2.015267660435854
eta_0.2,500,18,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.04013651242787395,0.04013651242787395,0.14948170494895693,0.12908779960053263,1.485579603214133,1.485579603214133,2.011991125965718
eta_0.2,500,19,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.03683313914780293,0.03683313914780293,0.15314781679982248,0.12124470150909898,1.4911179198861755,1.4911179198861755,2.0122383093933918
eta_0.2,500,20,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.038153212383488684,0.038153212383488684,0.14490944019085664,0.12257276409232136,1.5004890423792625,1.5004890423792625,2.0147993124943646
eta_0.2,500,21,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.0371129327563249,0.0371129327563249,0.15244824955614739,0.12955340102086108,1.4943442082325045,1.4943442082325045,2.01575738093295
eta_0.2,500,22,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.041262843985796716,0.041262843985796716,0.1531767227030626,0.13746152352418997,1.4920326680116711,1.4920326680116711,2.0090485591938987
eta_0.2,500,23,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.04046132933865957,0.04046132933865957,0.1519748945849978,0.1342540778961385,1.489030669540187,1.489030669540187,2.015724293642185
eta_0.2,500,24,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.039423213493120286,0.039423213493120286,0.1487304704837994,0.12809276520195298,1.4788867074600427,1.4788867074600427,2.011606665415867
eta_0.2,500,25,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.039142088326675546,0.039142088326675546,0.15214339214380823,0.13215490457168222,1.4851308304502175,1.4851308304502175,2.013022635638163
eta_0.2,500,26,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.03972850088770528,0.03972850088770528,0.15179910119840212,0.13287430648024856,1.4872450300984892,1.4872450300984892,2.0148890211516983
eta_0.2,500,27,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.040615179760319586,0.040615179760319586,0.15057757711939637,0.13347531069684868,1.4883536128375312,1.4883536128375312,2.011813906838757
eta_0.2,500,28,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.041143586329338656,0.041143586329338656,0.15562934143364404,0.13370492121615624,1.4888550098962618,1.4888550098962614,2.0167380227792724
eta_0.2,500,29,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.038558394363071465,0.038558394363071465,0.15045612794052377,0.12097078894806923,1.4811942326526244,1.4811942326526244,2.013627439569939
eta_0.2,5000,0,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012822804737146158,0.012822804737146158,0.14412109524285652,0.1236368717504333,1.4883513433138458,1.4883513433138458,2.0096420910454995
eta_0.2,5000,1,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.013856344709594287,0.013856344709594287,0.14336062608318892,0.12150014609163223,1.488887856852873,1.4888878568528732,2.012057727873623
eta_0.2,5000,2,1.0,8,6,6,1.0234868508263162e-16,1.0234868508263162e-16,0.012955845887215036,0.012955845887215036,0.1454843570857219,0.12166505243745279,1.4875455835643168,1.4875455835643168,2.0129129141228326
