model,horizon,requested_k,matching_target,repeat,method,discovered_closure_tv,ari_B16,ari_AA20,ari_L23
ECMrest,0.1,20,AA20,6,jump_profile,0.12737131439992622,0.24015728470945624,0.3205235310498468,0.29756927929506594
ECMrest,0.1,20,AA20,6,spectral,0.07844819151246193,0.6258070138977346,0.7779260967174322,0.7433799985977049
ECMrest,0.1,20,AA20,7,jump_profile,0.11663221821783869,0.29455420652851616,0.3954654855085654,0.32993666300511837
ECMrest,0.1,20,AA20,7,spectral,0.07841451408107225,0.6012697689074222,0.7532512185749246,0.714866665108561
ECMrest,0.1,20,AA20,8,jump_profile,0.14936563193250263,0.2222770125159775,0.28374332178711914,0.24591490413791553
ECMrest,0.1,20,AA20,8,spectral,0.06733654201986598,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.1,20,AA20,9,jump_profile,0.11285559423780715,0.1671838153158744,0.2575369827101929,0.1815940242222061
ECMrest,0.1,20,AA20,9,spectral,0.06733654201986598,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.1,20,AA20,10,jump_profile,0.12731770914284382,0.279123577801279,0.37279095173832016,0.31283951235386886
ECMrest,0.1,20,AA20,10,spectral,0.06728073995776536,0.610591306667683,0.7546118039193149,0.7192451837727661
ECMrest,0.1,20,AA20,11,jump_profile,0.1603711795491912,0.10171802563403327,0.19068188830607838,0.11994753785620603
ECMrest,0.1,20,AA20,11,spectral,0.06733654201986598,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.1,20,AA20,12,jump_profile,0.13805886189816086,0.20017482517482518,0.27385238966609604,0.2203723392222951
ECMrest,0.1,20,AA20,12,spectral,0.06733654201986598,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.1,20,AA20,13,jump_profile,0.1389781504516818,0.20682529005055514,0.27239625839663506,0.25760046734659103
ECMrest,0.1,20,AA20,13,spectral,0.06733654201986598,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.1,20,AA20,14,jump_profile,0.1502209791058385,0.1952919879057884,0.2559679386652727,0.2148072527131095
ECMrest,0.1,20,AA20,14,spectral,0.06727875402451672,0.5835919076579372,0.7398206520608368,0.6977059008388329
ECMrest,0.1,20,AA20,15,jump_profile,0.1494072502935023,0.16731512377837274,0.25374470370591395,0.1822681546323243
ECMrest,0.1,20,AA20,15,spectral,0.06733654201986598,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.1,20,AA20,16,jump_profile,0.14966401684796093,0.16743545349998104,0.26189523428418987,0.19616213979220667
ECMrest,0.1,20,AA20,16,spectral,0.06733654201986598,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.1,20,AA20,17,jump_profile,0.15781153052993377,0.22948645691741537,0.26792679267926794,0.25429592895859765
ECMrest,0.1,20,AA20,17,spectral,0.067336542019866,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.1,20,AA20,18,jump_profile,0.15043849530369402,0.21951608540974626,0.3362211480109653,0.25760046734659103
ECMrest,0.1,20,AA20,18,spectral,0.06733654201986598,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.1,20,AA20,19,jump_profile,0.10506912977792517,0.1899417409184373,0.2836210054517637,0.20795199556261504
ECMrest,0.1,20,AA20,19,spectral,0.067336542019866,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.1,20,AA20,20,jump_profile,0.1667702219966375,0.18739449653236795,0.28882616432472236,0.2342310334209716
ECMrest,0.1,20,AA20,20,spectral,0.07545914783875218,0.6132397054813199,0.7678699989715109,0.7308930487659473
ECMrest,0.1,20,AA20,21,jump_profile,0.18135854192465647,0.15606210861379066,0.24686630255090297,0.18336051408125015
ECMrest,0.1,20,AA20,21,spectral,0.08050755233251652,0.5882874284155986,0.7553224313483493,0.701800405389293
ECMrest,0.1,20,AA20,22,jump_profile,0.18111362512739884,0.1405387616298602,0.20498975982126233,0.17985162421070322
ECMrest,0.1,20,AA20,22,spectral,0.06733654201986598,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.1,20,AA20,23,jump_profile,0.12106414640756426,0.17357004755923736,0.26606188377094914,0.1888096244189804
ECMrest,0.1,20,AA20,23,spectral,0.06733654201986598,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.1,20,AA20,24,jump_profile,0.15306791318725993,0.14626959907397663,0.22515084153699588,0.18696778970751574
ECMrest,0.1,20,AA20,24,spectral,0.06733654201986598,0.6182042278385127,0.7637993456080231,0.7292438802458998
ECMrest,0.1,20,AA20,25,jump_profile,0.12181152360262057,0.26813123164122293,0.39714541331169506,0.31430850678076727
ECMrest,0.1,20,AA20,25,spectral,0.06733654201986598,0.6182042278385127,0.7637993456080231,0.7292438802458998
ECMrest,0.1,20,AA20,26,jump_profile,0.136778146370286,0.18739449653236795,0.30130289828393775,0.2342310334209716
ECMrest,0.1,20,AA20,26,spectral,0.06733654201986598,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.1,20,AA20,27,jump_profile,0.13592061765993083,0.26396082360744577,0.3829723801614174,0.32527155675971264
ECMrest,0.1,20,AA20,27,spectral,0.06771954525339835,0.6102613746369797,0.7565936739659367,0.72071468453378
ECMrest,0.1,20,AA20,28,jump_profile,0.13337564981673208,0.22522191958678503,0.3310121595434315,0.26462180905272054
ECMrest,0.1,20,AA20,28,spectral,0.06733654201986598,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.1,20,AA20,29,jump_profile,0.12704795545602793,0.24692408559551376,0.3387847024899497,0.28981102478001913
ECMrest,0.1,20,AA20,29,spectral,0.06733654201986597,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.1,23,L23,0,jump_profile,0.12883756710371258,0.13606798153587915,0.220231226950836,0.1598245567115081
ECMrest,0.1,23,L23,0,spectral,0.06760900741891722,0.5355295779414253,0.7019566038154885,0.6490861072614597
ECMrest,0.1,23,L23,1,jump_profile,0.11855283653300522,0.2143713638584181,0.311635494178901,0.25274638425669804
ECMrest,0.1,23,L23,1,spectral,0.06760900741891723,0.5355295779414253,0.7019566038154885,0.6490861072614597
ECMrest,0.1,23,L23,2,jump_profile,0.1753237380139373,0.15381836572501986,0.23508886708101626,0.18084153983885407
ECMrest,0.1,23,L23,2,spectral,0.06733654201986598,0.5316476059551317,0.7239697150299097,0.6437563267319023
ECMrest,0.1,23,L23,3,jump_profile,0.13617158621654568,0.19655333022822544,0.26863572433192684,0.21535893155258765
ECMrest,0.1,23,L23,3,spectral,0.06760900741891722,0.5355295779414253,0.7019566038154885,0.6490861072614597
ECMrest,0.1,23,L23,4,jump_profile,0.11868234187098155,0.12522573106514712,0.2522968359795633,0.16343046465524264
ECMrest,0.1,23,L23,4,spectral,0.06771954525339834,0.5450291029278422,0.7105048230801492,0.6595893788771511
ECMrest,0.1,23,L23,5,jump_profile,0.13555151159273734,0.18728072123284628,0.2707425532390338,0.22060644379462052
ECMrest,0.1,23,L23,5,spectral,0.06733654201986598,0.5636875948269634,0.7272925526114927,0.6801381250799335
ECMrest,0.1,23,L23,6,jump_profile,0.15000017475052768,0.15856807598084294,0.2548915095387212,0.1865177941061109
ECMrest,0.1,23,L23,6,spectral,0.08175350272182556,0.5411133642964611,0.7189495162245771,0.6542217412589214
ECMrest,0.1,23,L23,7,jump_profile,0.12825351614590452,0.19277489990273033,0.3056029870455115,0.24380844584579728
ECMrest,0.1,23,L23,7,spectral,0.10235924938730677,0.5827633378932968,0.7417169471789986,0.6988769591509317
ECMrest,0.1,23,L23,8,jump_profile,0.14272968491221846,0.13758002126360078,0.2361632857500626,0.17805265852804053
ECMrest,0.1,23,L23,8,spectral,0.06771954525339835,0.5450291029278422,0.7105048230801492,0.6595893788771511
ECMrest,0.1,23,L23,9,jump_profile,0.13543935858457018,0.19092080810502968,0.27543609583927237,0.2250809018212939
ECMrest,0.1,23,L23,9,spectral,0.06771954525339834,0.5450291029278422,0.7105048230801492,0.6595893788771511
ECMrest,0.1,23,L23,10,jump_profile,0.10583199260500248,0.1391110369212559,0.23832107590441495,0.16343046465524264
ECMrest,0.1,23,L23,10,spectral,0.07552574632247105,0.5819054146675805,0.7436809102075118,0.7000983284169124
ECMrest,0.1,23,L23,11,jump_profile,0.10560701057238313,0.1601900786072745,0.24348059261245558,0.17239653310150427
ECMrest,0.1,23,L23,11,spectral,0.06760900741891722,0.5420389021823343,0.6971389561223856,0.6485078389474442
ECMrest,0.1,23,L23,12,jump_profile,0.10552480464146131,0.19092080810502968,0.27543609583927237,0.20876681554384746
ECMrest,0.1,23,L23,12,spectral,0.10565613257966835,0.5337509741622205,0.6756713952804362,0.6492471450349014
ECMrest,0.1,23,L23,13,jump_profile,0.1111275613404543,0.14820331409420964,0.24564362001124226,0.19044459190444593
ECMrest,0.1,23,L23,13,spectral,0.06953943024135371,0.5182661089824212,0.7105048230801492,0.6279232745866535
ECMrest,0.1,23,L23,14,jump_profile,0.11884867865513402,0.19170191831194294,0.2727233313823676,0.2099850173950583
ECMrest,0.1,23,L23,14,spectral,0.06953943024135371,0.5182661089824212,0.7105048230801492,0.6279232745866535
ECMrest,0.1,23,L23,15,jump_profile,0.1433879548303183,0.16349439482045441,0.23403244417294508,0.192452729266401
ECMrest,0.1,23,L23,15,spectral,0.07844819151246195,0.5728506072380186,0.7355357568663154,0.6901902029000229
ECMrest,0.1,23,L23,16,jump_profile,0.12065447482744328,0.15629322268326418,0.2568743473720849,0.16714935870914358
ECMrest,0.1,23,L23,16,spectral,0.0676154229533978,0.533118199495263,0.6890539500239269,0.6387216863683612
ECMrest,0.1,23,L23,17,jump_profile,0.11335958305796921,0.20657361956251272,0.3194909273046012,0.2273694990163581
ECMrest,0.1,23,L23,17,spectral,0.08175350272182558,0.5411133642964611,0.7189495162245771,0.6542217412589214
ECMrest,0.1,23,L23,18,jump_profile,0.12788341171834133,0.14978118817816677,0.23403244417294508,0.192452729266401
ECMrest,0.1,23,L23,18,spectral,0.06771954525339834,0.5450291029278422,0.7105048230801492,0.6595893788771511
ECMrest,0.1,23,L23,19,jump_profile,0.11704494401200384,0.20853756620179978,0.3081998762801567,0.26282486489422374
ECMrest,0.1,23,L23,19,spectral,0.08196019136046553,0.5442491844680627,0.7675452524610987,0.6537085030235715
ECMrest,0.1,23,L23,20,jump_profile,0.14484926281031707,0.1569656907192372,0.22576871288877115,0.15293171022918992
ECMrest,0.1,23,L23,20,spectral,0.06771954525339834,0.5202783742826979,0.7355357568663154,0.6282282434800274
ECMrest,0.1,23,L23,21,jump_profile,0.1213456071804582,0.12816966343937297,0.2427195730363151,0.1503240932285202
ECMrest,0.1,23,L23,21,spectral,0.10254138212797609,0.5480461197589579,0.7077237590238293,0.6588451691481694
ECMrest,0.1,23,L23,22,jump_profile,0.141557629489374,0.13758002126360078,0.20838740523188307,0.12873581803972298
ECMrest,0.1,23,L23,22,spectral,0.06760900741891722,0.5682041878463467,0.7208493501738972,0.6770816177681576
ECMrest,0.1,23,L23,23,jump_profile,0.11412669264848763,0.1391110369212559,0.23832107590441495,0.16343046465524264
ECMrest,0.1,23,L23,23,spectral,0.06771954525339835,0.5355295779414253,0.7019566038154885,0.6490861072614597
ECMrest,0.1,23,L23,24,jump_profile,0.11820464272439883,0.14358419374652667,0.25269849678829215,0.1845978145196875
ECMrest,0.1,23,L23,24,spectral,0.07844819151246193,0.5728506072380186,0.7355357568663154,0.6901902029000229
ECMrest,0.1,23,L23,25,jump_profile,0.12992960704261577,0.2341600870462852,0.3387847024899497,0.2748596779332827
ECMrest,0.1,23,L23,25,spectral,0.0754591478387522,0.5636875948269634,0.7272925526114927,0.6801381250799335
ECMrest,0.1,23,L23,26,jump_profile,0.13488110893174343,0.22791668517120398,0.3388974548054792,0.2848863247187755
ECMrest,0.1,23,L23,26,spectral,0.06733654201986598,0.5893812210786513,0.7561463122126724,0.7128886332139215
ECMrest,0.1,23,L23,27,jump_profile,0.12138137936211188,0.15463437354448067,0.26863572433192684,0.1986644407345576
ECMrest,0.1,23,L23,27,spectral,0.067336542019866,0.5893812210786513,0.7561463122126724,0.7128886332139215
ECMrest,0.1,23,L23,28,jump_profile,0.11757342675875905,0.19711018163736874,0.2930931726375737,0.23209697095543386
ECMrest,0.1,23,L23,28,spectral,0.07552574632247105,0.5819054146675805,0.7436809102075118,0.7000983284169124
ECMrest,0.1,23,L23,29,jump_profile,0.10564759873295973,0.15299634277736468,0.2942241162050084,0.19656193140156966
ECMrest,0.1,23,L23,29,spectral,0.0695394302413537,0.5182661089824212,0.7105048230801492,0.6279232745866535
ECMrest,0.5,16,B16,0,jump_profile,0.2978594336651097,0.26666872167935635,0.35340358695820373,0.29503312959063127
ECMrest,0.5,16,B16,0,spectral,0.19888961097123387,0.6055377045599554,0.7780780624707656,0.7027696025883408
ECMrest,0.5,16,B16,1,jump_profile,0.3439861422553866,0.317044725639979,0.404956498813604,0.3773659696759489
ECMrest,0.5,16,B16,1,spectral,0.19888961097123387,0.619337524829635,0.7952983980642541,0.7203563811763768
ECMrest,0.5,16,B16,2,jump_profile,0.3490414866859669,0.24857017157941047,0.36696842570103777,0.2845587640540322
ECMrest,0.5,16,B16,2,spectral,0.19888961097123384,0.6476136827402268,0.7780780624707656,0.7027696025883408
ECMrest,0.5,16,B16,3,jump_profile,0.3362248601830503,0.35719303723362733,0.48365859393369387,0.40648075753626967
ECMrest,0.5,16,B16,3,spectral,0.19356789938078522,0.6089382248301991,0.7823210959667172,0.7070928796817122
ECMrest,0.5,16,B16,4,jump_profile,0.32122733552965654,0.305136807743749,0.38011306382469984,0.33923196380298704
ECMrest,0.5,16,B16,4,spectral,0.19888961097123387,0.5988327402135232,0.7697125697125697,0.6942650602409639
ECMrest,0.5,16,B16,5,jump_profile,0.2473859440947041,0.27234463496004346,0.3631638121103275,0.30085119343410865
ECMrest,0.5,16,B16,5,spectral,0.19739583058320573,0.6265756936500911,0.7780780624707656,0.7027696025883408
ECMrest,0.5,16,B16,6,jump_profile,0.28506503070419087,0.2762803802178156,0.3639655633991349,0.28609926238469946
ECMrest,0.5,16,B16,6,spectral,0.19888961097123387,0.5988327402135232,0.7697125697125697,0.6942650602409639
ECMrest,0.5,16,B16,7,jump_profile,0.41054861751844657,0.31214710191449785,0.40495676471074515,0.32406227491827805
ECMrest,0.5,16,B16,7,spectral,0.19888961097123387,0.619337524829635,0.7952983980642541,0.7203563811763768
ECMrest,0.5,16,B16,8,jump_profile,0.29408031596988726,0.32599513273098546,0.4563279857397504,0.349999233399261
ECMrest,0.5,16,B16,8,spectral,0.19888961097123387,0.619337524829635,0.7952983980642541,0.7203563811763768
ECMrest,0.5,16,B16,9,jump_profile,0.30093447287303,0.3077951417675344,0.4049570008272073,0.3197496498902125
ECMrest,0.5,16,B16,9,spectral,0.19888961097123387,0.5988327402135232,0.7697125697125697,0.6942650602409639
ECMrest,0.5,16,B16,10,jump_profile,0.29211446632900345,0.2855798036403506,0.44018955131734827,0.31689654528826594
ECMrest,0.5,16,B16,10,spectral,0.19888961097123387,0.6133965463315061,0.8184613858439561,0.662031137459139
ECMrest,0.5,16,B16,11,jump_profile,0.297210676032971,0.34513628589104406,0.4590121966829411,0.38598675881534983
ECMrest,0.5,16,B16,11,spectral,0.19888961097123387,0.6055377045599554,0.7780780624707656,0.7027696025883408
ECMrest,0.5,16,B16,12,jump_profile,0.3196456210670269,0.31025629820613104,0.41267960302177453,0.36681302933989823
ECMrest,0.5,16,B16,12,spectral,0.19888961097123387,0.6055377045599554,0.7780780624707656,0.7027696025883408
ECMrest,0.5,16,B16,13,jump_profile,0.4000774040967324,0.3306236666956562,0.44544600070879364,0.36600160160842377
ECMrest,0.5,16,B16,13,spectral,0.19888961097123387,0.5988327402135232,0.7697125697125697,0.6942650602409639
ECMrest,0.5,16,B16,14,jump_profile,0.27289001817217884,0.30602778881327425,0.40276935987691737,0.31782598971147397
ECMrest,0.5,16,B16,14,spectral,0.19797444038257764,0.6478511866581141,0.7909306617453203,0.7158854424734913
ECMrest,0.5,16,B16,15,jump_profile,0.2578086093984122,0.2603838501077765,0.33831218491985454,0.2775635816663497
ECMrest,0.5,16,B16,15,spectral,0.19888961097123387,0.619337524829635,0.7952983980642541,0.7203563811763768
ECMrest,0.5,16,B16,16,jump_profile,0.23512703844829874,0.2603838501077765,0.385915624853678,0.29865661577828106
ECMrest,0.5,16,B16,16,spectral,0.19888961097123387,0.619337524829635,0.7952983980642541,0.7203563811763768
ECMrest,0.5,16,B16,17,jump_profile,0.297552517662658,0.3694812583131681,0.48953153414119954,0.3883726343306297
ECMrest,0.5,16,B16,17,spectral,0.1939188894539045,0.5955273955523315,0.7655889737152226,0.6900822485093656
ECMrest,0.5,16,B16,18,jump_profile,0.40649079277742745,0.3516405649500384,0.4533753326454136,0.38062808968021167
ECMrest,0.5,16,B16,18,spectral,0.19888961097123387,0.5988327402135232,0.7697125697125697,0.6942650602409639
ECMrest,0.5,16,B16,19,jump_profile,0.28259642756284326,0.31950022311468096,0.4583527302194865,0.37925219515031694
ECMrest,0.5,16,B16,19,spectral,0.19888961097123387,0.619337524829635,0.7952983980642541,0.7203563811763768
ECMrest,0.5,16,B16,20,jump_profile,0.3035013920510311,0.25872485531380884,0.39672361263977285,0.28641060635601484
ECMrest,0.5,16,B16,20,spectral,0.19888961097123387,0.6055377045599554,0.7780780624707656,0.7027696025883408
ECMrest,0.5,16,B16,21,jump_profile,0.28789907640903445,0.3070747330960854,0.46615186615186616,0.3650120481927711
ECMrest,0.5,16,B16,21,spectral,0.19888961097123384,0.6055377045599554,0.7780780624707656,0.7027696025883408
ECMrest,0.5,16,B16,22,jump_profile,0.2653875160875048,0.291492613346918,0.3775987725354814,0.3121661721068249
ECMrest,0.5,16,B16,22,spectral,0.19888961097123387,0.619337524829635,0.7952983980642541,0.7203563811763768
ECMrest,0.5,16,B16,23,jump_profile,0.28256441337095445,0.32326089143181724,0.42336846986640986,0.38511783561478136
ECMrest,0.5,16,B16,23,spectral,0.19888961097123387,0.619337524829635,0.7952983980642541,0.7203563811763768
ECMrest,0.5,16,B16,24,jump_profile,0.337521637275041,0.33422999327505043,0.41742654508611954,0.36013590033975085
ECMrest,0.5,16,B16,24,spectral,0.19888961097123387,0.619337524829635,0.7952983980642541,0.7203563811763768
ECMrest,0.5,16,B16,25,jump_profile,0.3758844990413675,0.36736336227415956,0.41136786732933683,0.3860120017638375
ECMrest,0.5,16,B16,25,spectral,0.19888961097123387,0.5826101468624834,0.74947615455536,0.6737967914438503
ECMrest,0.5,16,B16,26,jump_profile,0.40412801730664516,0.330112388435895,0.4247124404250661,0.3786195317952878
ECMrest,0.5,16,B16,26,spectral,0.20807046300207827,0.612371385295705,0.7866050969897326,0.7114645538934548
ECMrest,0.5,16,B16,27,jump_profile,0.2518092334513633,0.3002600126728866,0.3725209433993318,0.32198563318697065
ECMrest,0.5,16,B16,27,spectral,0.2080704630020783,0.612371385295705,0.7866050969897326,0.7114645538934548
ECMrest,0.5,16,B16,28,jump_profile,0.22921455365771926,0.3812488473339183,0.4658044089661328,0.4016336232102771
ECMrest,0.5,16,B16,28,spectral,0.19888961097123384,0.6233311081441922,0.8312798591903445,0.6737967914438503
ECMrest,0.5,16,B16,29,jump_profile,0.24972916381789992,0.29406637008536735,0.37876250396053046,0.3150172181464291
ECMrest,0.5,16,B16,29,spectral,0.19888961097123387,0.5988327402135232,0.7697125697125697,0.6942650602409639
ECMrest,0.5,20,AA20,0,jump_profile,0.2586410160272055,0.22948645691741537,0.3777377737773777,0.28243570522431094
ECMrest,0.5,20,AA20,0,spectral,0.20059867999551645,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.5,20,AA20,1,jump_profile,0.27239584668018824,0.2967395239819349,0.46248299906135665,0.3582747057663226
ECMrest,0.5,20,AA20,1,spectral,0.22608731823314987,0.621611177774614,0.7754187887341228,0.7399275207844809
ECMrest,0.5,20,AA20,2,jump_profile,0.2713565005329833,0.311456405458724,0.4260702378760917,0.3498188019612023
ECMrest,0.5,20,AA20,2,spectral,0.20059867999551648,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.5,20,AA20,3,jump_profile,0.280892552813182,0.3000619881035597,0.41148972568677766,0.3500080203487706
ECMrest,0.5,20,AA20,3,spectral,0.228819793964597,0.5882874284155986,0.7553224313483493,0.701800405389293
ECMrest,0.5,20,AA20,4,jump_profile,0.3002456627703861,0.2801424113929114,0.36814899736519235,0.298948248241276
ECMrest,0.5,20,AA20,4,spectral,0.1989819002317252,0.610591306667683,0.7546118039193149,0.7192451837727661
ECMrest,0.5,20,AA20,5,jump_profile,0.2990325062372871,0.3150048402710552,0.38851581508515814,0.38012283640424344
ECMrest,0.5,20,AA20,5,spectral,0.20059867999551645,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.5,20,AA20,6,jump_profile,0.25300935621172166,0.25977860773659445,0.38586857038257366,0.3182834152883326
ECMrest,0.5,20,AA20,6,spectral,0.20059867999551648,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.5,20,AA20,7,jump_profile,0.30417887747465394,0.3362687872439952,0.4510237057945225,0.3931642151637888
ECMrest,0.5,20,AA20,7,spectral,0.20059867999551648,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.5,20,AA20,8,jump_profile,0.2750075053045559,0.22875533192000205,0.32453251680243417,0.25335773989369914
ECMrest,0.5,20,AA20,8,spectral,0.20059867999551645,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.5,20,AA20,9,jump_profile,0.30286061760296024,0.28104472451833923,0.42185574827030614,0.3397553847819028
ECMrest,0.5,20,AA20,9,spectral,0.20059867999551648,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.5,20,AA20,10,jump_profile,0.33575952332126363,0.20568193980330832,0.3603807065655751,0.251708266590969
ECMrest,0.5,20,AA20,10,spectral,0.20059867999551648,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.5,20,AA20,11,jump_profile,0.32631939733395915,0.32326089143181724,0.42336846986640986,0.36052254903937264
ECMrest,0.5,20,AA20,11,spectral,0.1988896109712338,0.5922264197513936,0.7476157967686548,0.7070898657895369
ECMrest,0.5,20,AA20,12,jump_profile,0.21651381644296788,0.3144249577296688,0.46314631463146316,0.35278514588859416
ECMrest,0.5,20,AA20,12,spectral,0.2005986799955165,0.6258070138977346,0.8272758530024472,0.7433799985977049
ECMrest,0.5,20,AA20,13,jump_profile,0.31587484255247383,0.3486749781366308,0.4635004397537379,0.40761268623131763
ECMrest,0.5,20,AA20,13,spectral,0.1988896109712338,0.5922264197513936,0.7476157967686548,0.7070898657895369
ECMrest,0.5,20,AA20,14,jump_profile,0.2965284851827206,0.24602427930938275,0.3553689896084072,0.2870468184576656
ECMrest,0.5,20,AA20,14,spectral,0.2005986799955165,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.5,20,AA20,15,jump_profile,0.269628010560197,0.32932300420831806,0.4711217820461518,0.39546078281893227
ECMrest,0.5,20,AA20,15,spectral,0.22608731823314987,0.6132397054813199,0.7678699989715109,0.7308930487659473
ECMrest,0.5,20,AA20,16,jump_profile,0.29994358711295477,0.23233301064859632,0.3054014598540146,0.23026242322724735
ECMrest,0.5,20,AA20,16,spectral,0.20059867999551645,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.5,20,AA20,17,jump_profile,0.2719696353271409,0.25829393700927167,0.37984910910161057,0.29903433260085077
ECMrest,0.5,20,AA20,17,spectral,0.20059867999551645,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.5,20,AA20,18,jump_profile,0.2756509227222961,0.342562840933259,0.5033175683869515,0.39364998928021516
ECMrest,0.5,20,AA20,18,spectral,0.22422217844071818,0.6175522806639071,0.7704761323652043,0.7344893301649296
ECMrest,0.5,20,AA20,19,jump_profile,0.30936293643459356,0.2721156309409845,0.3610551792869201,0.3039314871891396
ECMrest,0.5,20,AA20,19,spectral,0.20059867999551648,0.6258070138977346,0.8272758530024472,0.7433799985977049
ECMrest,0.5,20,AA20,20,jump_profile,0.27607572594170504,0.25551280460055437,0.3463787112747852,0.27007034592791357
ECMrest,0.5,20,AA20,20,spectral,0.22961097366379782,0.5796795403591287,0.7476157967686548,0.6924443590790137
ECMrest,0.5,20,AA20,21,jump_profile,0.2672091002912723,0.3133723547951373,0.4766268786181667,0.36347597839884677
ECMrest,0.5,20,AA20,21,spectral,0.22881979396459706,0.5882874284155986,0.7553224313483493,0.701800405389293
ECMrest,0.5,20,AA20,22,jump_profile,0.27510596297911827,0.34323608437982356,0.46248299906135665,0.3850132596927258
ECMrest,0.5,20,AA20,22,spectral,0.19888961097123387,0.5866408518877058,0.7328467153284671,0.6934673366834171
ECMrest,0.5,20,AA20,23,jump_profile,0.29763171689302514,0.2658886715512383,0.3655365536553655,0.2965055933571676
ECMrest,0.5,20,AA20,23,spectral,0.27406863636884676,0.6258952005381095,0.7755166994887709,0.7414010403538119
ECMrest,0.5,20,AA20,24,jump_profile,0.26897850446678484,0.25453075117229224,0.37849098484434984,0.2951905420182805
ECMrest,0.5,20,AA20,24,spectral,0.20059867999551648,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.5,20,AA20,25,jump_profile,0.219411175470153,0.24602427930938275,0.3673066009119552,0.2870468184576656
ECMrest,0.5,20,AA20,25,spectral,0.2011349758651937,0.6102613746369797,0.7565936739659367,0.72071468453378
ECMrest,0.5,20,AA20,26,jump_profile,0.2822614196268101,0.2937725238949146,0.40249427157125117,0.3267506257513944
ECMrest,0.5,20,AA20,26,spectral,0.20059867999551645,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.5,20,AA20,27,jump_profile,0.28438366128295633,0.2700169615382037,0.38312804643731163,0.3014233295159745
ECMrest,0.5,20,AA20,27,spectral,0.20059867999551645,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.5,20,AA20,28,jump_profile,0.28607569294218194,0.38449642507923076,0.502165861008224,0.4357763551834092
ECMrest,0.5,20,AA20,28,spectral,0.20059867999551645,0.6338818973862537,0.7803406326034064,0.7479620323841429
ECMrest,0.5,20,AA20,29,jump_profile,0.27565092272229613,0.2935188128961933,0.4150570461261473,0.32817873277741566
ECMrest,0.5,20,AA20,29,spectral,0.20059867999551645,0.6416993522792197,0.7874194110472208,0.7563194922213098
ECMrest,0.5,23,L23,0,jump_profile,0.2929861690304919,0.21049167861007925,0.34695274043661567,0.2637630752459314
ECMrest,0.5,23,L23,0,spectral,0.20069096925600782,0.5544144262009114,0.7189495162245771,0.6699389348380613
ECMrest,0.5,23,L23,1,jump_profile,0.26721272085519127,0.19528575478075053,0.2639153996357972,0.21414032104300326
ECMrest,0.5,23,L23,1,spectral,0.2011349758651937,0.5278123023920106,0.7189495162245771,0.6385045476797815
ECMrest,0.5,23,L23,2,jump_profile,0.24982569234218457,0.19092080810502968,0.33064096472770876,0.24139498809874033
ECMrest,0.5,23,L23,2,spectral,0.20113497586519366,0.5202783742826979,0.7355357568663154,0.6282282434800274
ECMrest,0.5,23,L23,3,jump_profile,0.2851700883566693,0.1737353999200604,0.311635494178901,0.22060644379462052
ECMrest,0.5,23,L23,3,spectral,0.22052634349803574,0.5316476059551317,0.7239697150299097,0.6437563267319023
ECMrest,0.5,23,L23,4,jump_profile,0.2703220025386449,0.20670471786720612,0.3282084832624578,0.25885663128277275
ECMrest,0.5,23,L23,4,spectral,0.20059867999551645,0.5182661089824212,0.7105048230801492,0.6279232745866535
ECMrest,0.5,23,L23,5,jump_profile,0.2379703603996773,0.2199263059027527,0.35481408788572677,0.27445964957155644
